GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|SCHENROLL|SCHENROLL_F|SCHEXPCS_PP|SCHEXPCS_PP_F|SCHEXPCSFSW_PP|SCHEXPCSFSW_PP_F|SCHEXPCSFEB_PP|SCHEXPCSFEB_PP_F|SCHEXPCSIT_PP|SCHEXPCSIT_PP_F|SCHEXPCSISW_PP|SCHEXPCSISW_PP_F|SCHEXPCSIEB_PP|SCHEXPCSIEB_PP_F|SCHEXPCSST_PP|SCHEXPCSST_PP_F|SCHEXPCSSPS_PP|SCHEXPCSSPS_PP_F|SCHEXPCSSIS_PP|SCHEXPCSSIS_PP_F|SCHEXPCSSGA_PP|SCHEXPCSSGA_PP_F|SCHEXPCSSSA_PP|SCHEXPCSSSA_PP_F
37|50|9500000US5009210|Williston School District, Vermont||2013|1067||14352||9376||3272||10250||7144||2534||3804||1230||500||96||928|
37|50|9500000US5009240|Wilmington School District, Vermont||2013|256||8117||4879||1863||5313||3594||1414||2449||418||305||82||684|
37|50|9500000US5009270|Windham School District, Vermont||2013|19||13421||8632||2158||9158||6421||1789||4211||0||53||158||947|
37|50|9500000US5009330|Winhall School District, Vermont||2013|146||2466||568||75||1527||7||0||938||0||0||185||158|
37|50|9500000US5009390|Wolcott School District, Vermont||2013|128||11797||6141||2461||6156||4164||1711||4945||570||664||102||1109|
37|50|9500000US5009420|Woodbury School District, Vermont||2013|48||13271||7521||2917||5438||3771||1458||6896||479||458||125||2667|
37|50|9500000US5009450|Woodford School District, Vermont||2013|27||13815||8370||2259||7926||5889||1222||5815||0||333||593||2889|
37|50|9500000US5009480|Woodstock School District, Vermont||2013|165||17152||9982||4109||10273||7042||2867||6079||1097||812||109||1145|
37|50|9500000US5009540|Worcester School District, Vermont||2013|75||15933||10467||2947||9680||7387||2067||5640||1333||600||80||1493|
37|51|9500000US5102220|Lexington City Public Schools, Virginia||2013|532||9079||5633||1759||5308||3855||1118||3451||382||872||705||530|
37|55|9500000US5500013|Lake Country School District, Wisconsin||2013|519||11632||6857||2775||7890||5276||1958||3393||316||281||827||0|
37|55|9500000US5500052|Trevor-Wilmot Consolidated School District, Wisconsin||2013|565||11264||6446||2117||6988||4851||1699||3936||547||446||478||444|
37|55|9500000US5501530|North Lakeland School District, Wisconsin||2013|163||19767||8890||7215||9344||5767||3172||9785||706||742||1748||166|
37|55|9500000US5501650|Brighton No. 1 School District, Wisconsin||2013|208||10255||5654||1837||5274||3702||1159||4649||361||567||197||697|
37|55|9500000US5501710|Bristol No. 1 School District, Wisconsin||2013|715||9336||5211||2267||5727||3866||1662||3267||319||571||566||316|
37|55|9500000US5503750|Dover No. 1 School District, Wisconsin||2013|90||11544||5867||2967||7656||4800||2367||3533||189||300||333||422|
37|55|9500000US5504410|Erin School District, Wisconsin||2013|338||9831||6021||2175||6302||4169||1822||3284||157||624||169||917|
37|55|9500000US5504620|Lac du Flambeau No. 1 School District, Wisconsin||2013|496||21016||10788||5857||11262||7198||3468||8784||929||1613||800||1218|
37|55|9500000US5504720|Fontana Joint No. 8 School District, Wisconsin||2013|274||11347||5964||2602||7022||4383||1850||3967||201||204||1595||0|
37|55|9500000US5504770|Maple Dale-Indian Hill School District, Wisconsin||2013|491||16020||8187||5020||9422||5890||3350||6505||595||821||473||829|
37|55|9500000US5504800|Fox Point Joint No. 2 School District, Wisconsin||2013|951||12749||7044||2478||7375||5248||1815||5286||436||462||658||556|
37|55|9500000US5505100|Geneva Joint No. 4 School District, Wisconsin||2013|206||9985||4816||2631||5146||3320||1422||4665||320||141||660||568|
37|55|9500000US5505130|Genoa City Joint No. 2 School District, Wisconsin||2013|590||9953||5546||2798||6186||4044||1873||3766||339||349||571||590|
37|55|9500000US5505460|Glendale-River Hills School District, Wisconsin||2013|1024||12358||6711||3351||7004||4707||2067||5166||400||735||403||517|
37|55|9500000US5506090|Hartford Joint No. 1 School District, Wisconsin||2013|1766||10901||5405||3017||6840||4078||2287||3634||356||606||322||413|
37|55|9500000US5506140|Hartland-Lakeside Joint No. 3 School District, Wisconsin||2013|1271||11539||5787||3314||6280||4086||1693||4922||335||489||552||572|
37|55|9500000US5506390|Herman No. 22 School District, Wisconsin||2013|88||12182||6500||2216||7000||4852||1875||4614||80||318||659||273|
37|55|9500000US5507620|Lake Geneva Joint No. 1 School District, Wisconsin||2013|2200||9680||5479||2775||6300||4203||1845||2891||332||319||132||461|
37|55|9500000US5508040|Linn Joint No. 4 School District, Wisconsin||2013|111||15676||8649||4405||9324||6360||2532||6081||144||288||171||1324|
37|55|9500000US5508070|Linn Joint No. 6 School District, Wisconsin||2013|118||13534||7331||3542||8093||5059||2415||5144||153||356||2390||0|
37|55|9500000US5508130|Richmond School District, Wisconsin||2013|493||10990||6219||2568||5797||4077||1355||4872||694||1075||677||276|
37|55|9500000US5509240|Swallow School District, Wisconsin||2013|596||11052||5685||3013||5980||4262||1384||4836||315||552||775||0|
37|55|9500000US5509300|North Lake School District, Wisconsin||2013|408||9814||5669||2311||5385||3605||1451||4225||635||721||826||0|
37|55|9500000US5509360|Merton Community School District, Wisconsin||2013|954||9307||5382||2355||6097||4240||1624||2898||238||305||465||263|
37|55|9500000US5509390|Stone Bank School District, Wisconsin||2013|357||11387||6725||2636||7546||5000||2031||3529||269||300||1146||0|
37|55|9500000US5509690|Minocqua Joint No. 1 School District, Wisconsin||2013|572||13339||6642||2736||6369||4547||1649||6566||500||937||565||479|
37|55|9500000US5510410|Neosho Joint No. 3 School District, Wisconsin||2013|194||11433||5990||2330||6686||4294||1753||4381||485||196||1603||0|
37|55|9500000US5510800|Norway Joint No. 7 School District, Wisconsin||2013|86||13000||6209||3477||6756||4640||1640||5907||256||163||326||1756|
37|55|9500000US5511400|Paris Joint No. 1 School District, Wisconsin||2013|273||9136||4608||2066||5212||3473||1172||3612||77||286||110||824|
37|55|9500000US5512390|Randall Joint No. 1 School District, Wisconsin||2013|677||10095||5838||2796||6301||4227||1897||3434||346||626||826||0|
37|55|9500000US5512480|Raymond No. 14 School District, Wisconsin||2013|439||10364||5831||2433||6859||4654||1897||3223||146||314||936||0|
37|55|9500000US5512510|North Cape School District, Wisconsin||2013|197||11548||5954||2731||6711||4188||1888||4472||650||381||208||1107|
37|55|9500000US5512880|Friess Lake School District, Wisconsin||2013|265||10781||6000||2581||7019||4543||2049||3513||291||302||751||0|
37|55|9500000US5512900|Richfield Joint No. 1 School District, Wisconsin||2013|420||9926||4550||2067||5293||3693||1414||4264||288||190||498||410|
37|55|9500000US5513200|Rubicon Joint No. 6 School District, Wisconsin||2013|140||10900||5743||2307||6414||4293||1907||4093||157||493||900||386|
37|55|9500000US5513350|Salem School District, Wisconsin||2013|1027||9952||5409||2924||5590||3869||1609||4063||439||359||385||410|
37|55|9500000US5513560|Sharon Joint No. 11 School District, Wisconsin||2013|279||13262||6925||3523||7409||4394||2491||5247||358||932||1534||0|
37|55|9500000US5513860|Silver Lake Joint No. 1 School District, Wisconsin||2013|551||10646||5641||2387||6171||4194||1581||4040||497||448||514||207|
37|55|9500000US5515090|Twin Lakes No. 4 School District, Wisconsin||2013|415||10176||6075||2352||6186||4434||1508||3651||275||427||913||453|
37|55|9500000US5515180|Union Grove Joint No. 1 School District, Wisconsin||2013|792||10420||5905||2803||6472||4308||1910||3612||375||302||333||610|
37|55|9500000US5515450|Walworth Joint No. 1 School District, Wisconsin||2013|575||9073||5351||2010||5650||3868||1530||2897||374||562||456||193|
37|55|9500000US5515660|Waterford Joint No. 1 School District, Wisconsin||2013|1551||11213||5551||2619||6074||4243||1696||4817||380||625||463||709|
37|55|9500000US5515700|Washington-Caldwell School District, Wisconsin||2013|190||12779||6495||2705||7268||4463||2068||5142||568||868||1095||311|
37|55|9500000US5516560|Wheatland Joint No. 1 School District, Wisconsin||2013|402||13746||8296||2891||7920||5542||1903||5388||537||565||1124||341|
37|55|9500000US5517160|Woodruff Joint No. 1 School District, Wisconsin||2013|511||11043||5337||3266||6239||4008||1977||4468||620||292||436||438|
37|55|9500000US5517220|Yorkville Joint No. 2 School District, Wisconsin||2013|465||9477||4953||2540||5890||3753||1832||3477||88||572||525||219|
37|56|9500000US5600960|Fremont County School District 38, Wyoming||2013|418||27347||14050||7852||13986||8321||4624||11928||1089||1636||1603||1306|
37|04|9600000US0400082|Colorado River Union High School District, Arizona||2013|2157||6332||4012||1150||3443||2603||705||2581||357||248||128||291|
37|04|9600000US0400450|Agua Fria Union High School District, Arizona||2013|6933||6883||4448||1041||3564||2693||609||2986||620||549||86||258|
37|04|9600000US0400720|Antelope Union High School District, Arizona||2013|282||10943||6422||2071||5943||4085||1496||4284||596||642||596||287|
37|04|9600000US0401160|Bicentennial Union High School District, Arizona||2013|131||12344||6947||2206||5664||4061||1206||6107||252||176||1359||8|
37|04|9600000US0401410|Buckeye Union High School District, Arizona||2013|3791||6684||3946||1060||3392||2527||629||2956||354||312||80||253|
37|04|9600000US0401740|Casa Grande Union High School District, Arizona||2013|3561||7001||3688||1014||3242||2438||621||3350||584||135||86||321|
37|04|9600000US0403450|Glendale Union High School District, Arizona||2013|15022||7981||4965||1481||4383||3109||886||3274||859||487||48||415|
37|04|9600000US0405070|Mingus Union High School District, Arizona||2013|1193||6742||4291||1334||3915||2885||849||2648||452||236||182||246|
37|04|9600000US0406030|Patagonia Union High School District, Arizona||2013|53||29189||12000||3679||12094||6830||1698||14962||1321||792||1245||1321|
37|04|9600000US0406330|Phoenix Union High School District, Arizona||2013|25854||12890||7093||2527||7392||4561||1295||5153||1405||644||33||552|
37|04|9600000US0407530|Santa Cruz Valley Union High School District, Arizona||2013|364||9291||5217||1643||3871||2777||802||4912||613||41||489||429|
37|04|9600000US0408340|Tempe Union High School District, Arizona||2013|13855||6614||4344||1295||3749||2816||774||2637||425||416||80||330|
37|04|9600000US0408520|Tolleson Union High School District, Arizona||2013|10077||6605||3830||1048||3912||2546||639||2318||282||297||42||317|
37|04|9600000US0408910|Valley Union High School District, Arizona||2013|98||16643||8561||3122||7520||4867||1684||8082||245||153||1541||898|
37|04|9600000US0409630|Yuma Union High School District, Arizona||2013|10793||6182||3395||1077||3486||2302||660||2238||550||139||80||209|
37|06|9600000US0601325|ARENA UNION ELEMENTARY/POINT ARENA JT UNION HIGH SCHOOL DISTRICT||2013|525||13295||7225||3141||6570||4276||1728||5846||499||514||598||1067|
37|06|9600000US0601650|Acalanes Union High School District, California||2013|5349||10929||6675||2570||6367||4289||1453||4358||912||863||91||389|
37|06|9600000US0602630|Anaheim Union High School District, California||2013|32085||9246||5806||2308||5772||4007||1533||2835||590||172||44||537|
37|06|9600000US0602670|West Sonoma County Union High School District, California||2013|2176||9887||5156||2776||6548||3591||1863||3094||967||132||257||530|
37|06|9600000US0602700|Anderson Union High School District, California||2013|2032||8655||4723||1768||4526||2962||1043||3725||790||302||220||391|
37|06|9600000US0602820|Antelope Valley Union Joint High School District, California||2013|24816||9042||5347||2159||5630||3657||1332||3156||594||351||28||755|
37|06|9600000US0603030|Northern Humboldt Union High School District, California||2013|1722||10152||6383||2526||6319||4309||1571||3716||575||148||196||825|
37|06|9600000US0605820|Brawley Union High School District, California||2013|1834||8386||5638||1466||4894||3664||877||3189||934||215||340||261|
37|06|9600000US0605940|Bret Harte Union High School District, California||2013|754||13318||8019||2883||6855||4898||1595||6040||918||416||330||691|
37|06|9600000US0607230|Campbell Union High School District, California||2013|7373||9162||5567||2307||5731||3624||1422||3256||526||171||90||695|
37|06|9600000US0607920|Centinela Valley Union High School District, California||2013|6637||9607||5521||1805||4987||3196||1065||4041||531||380||280||605|
37|06|9600000US0608010|Central Union High School District, California||2013|4113||8090||5398||1564||4507||3355||895||3162||490||427||106||574|
37|06|9600000US0608160|Chaffey Joint Union High School District, California||2013|25020||8096||5059||2113||5134||3493||1369||2701||586||316||29||365|
37|06|9600000US0608550|Chowchilla Union High School District, California||2013|1016||8475||5112||1726||4181||3062||855||3710||512||249||356||423|
37|06|9600000US0609810|Corning Union High School District, California||2013|980||10728||6127||2327||5711||3952||1374||4578||1069||400||221||409|
37|06|9600000US0610860|Delano Joint Union High School District, California||2013|4323||9558||5573||2317||4596||3107||1171||4453||1147||607||104||501|
37|06|9600000US0611700|Dunsmuir Joint Union High School District, California||2013|87||16471||8345||4034||8655||5161||2460||7402||322||138||828||2241|
37|06|9600000US0611780|East Nicolaus Joint Union High School District, California||2013|345||9110||5136||1794||4530||2962||1000||4206||287||281||519||846|
37|06|9600000US0611820|East Side Union High School District, California||2013|26297||7836||4843||2404||4854||3140||1460||2759||620||454||42||421|
37|06|9600000US0612070|El Dorado Union High School District, California||2013|6873||8326||5352||1683||4704||3262||1032||3401||598||268||101||615|
37|06|9600000US0612120|El Monte Union High School District, California||2013|9812||9760||6491||2333||5428||3614||1297||3871||856||485||73||517|
37|06|9600000US0612910|Escondido Union High School District, California||2013|9196||8076||4751||1870||4501||2788||1056||3294||435||524||71||615|
37|06|9600000US0613230|EXETER UNION HIGH SCHOOL DISTRICT, California||2013|1093||8633||4993||2121||4748||3106||1177||3879||579||186||199||606|
37|06|9600000US0613530|Fallbrook Union High School District, California||2013|2760||9771||5707||2011||5637||3859||1266||3790||502||238||201||646|
37|06|9600000US0614190|Fortuna Union High School District, California||2013|1075||8630||4767||2541||4806||3065||1491||3603||747||96||263||835|
37|06|9600000US0614430|Fremont Union High School District, California||2013|10664||10282||6501||2341||5897||3998||1419||4133||783||523||107||1058|
37|06|9600000US0614760|Fullerton Joint Union High School District, California||2013|14608||8728||5519||2102||5417||3741||1293||3141||820||205||76||624|
37|06|9600000US0614820|Galt Joint Union High School District, California||2013|2306||8889||5760||1544||5181||3653||943||3278||468||191||159||803|
37|06|9600000US0616230|Grossmont Union High School District, California||2013|22965||8176||5367||1919||4639||3104||1047||3266||518||375||58||559|
37|06|9600000US0616500|Hanford Joint Union High School District, California||2013|3892||7901||5123||1625||4463||3180||917||3133||568||262||101||654|
37|06|9600000US0618060|Huntington Beach Union High School District, California||2013|16400||8885||5707||2443||5239||3495||1411||3434||586||413||118||722|
37|06|9600000US0618930|Jefferson Union High School District, California||2013|4870||9342||5489||2296||5239||3174||1436||3923||809||268||123||595|
37|06|9600000US0619110|Julian Union High School District, California||2013|178||14393||8247||2770||8152||5197||1663||6225||281||112||747||1225|
37|06|9600000US0619540|Kern Union High School District, California||2013|37070||9935||6073||2586||5496||3640||1409||4067||593||571||36||750|
37|06|9600000US0619650|King City Joint Union High School District, California||2013|1971||8362||4764||1680||4941||3269||1060||3094||414||303||285||496|
37|06|9600000US0619830|Kingsburg Joint Union High School District, California||2013|1194||7802||4802||2000||5308||3595||1350||2373||409||24||245||368|
37|06|9600000US0621060|Lassen Union High School District, California||2013|981||8457||4631||1955||4261||2817||1105||4084||244||213||119||696|
37|06|9600000US0621270|Le Grand Union High School District, California||2013|513||10698||5910||2201||5651||3805||1232||4441||596||166||407||776|
37|06|9600000US0621400|Lemoore Union High School District, California||2013|2282||8322||5170||1648||4644||3317||948||3444||502||121||164||557|
37|06|9600000US0621600|Liberty Union High School District, California||2013|7704||7729||4736||1737||4500||3129||1083||2751||314||240||76||829|
37|06|9600000US0622800|Los Gatos-Saratoga Joint Union School District, California||2013|3232||12683||7712||2601||7600||5202||1615||4866||968||708||227||494|
37|06|9600000US0624660|Merced Union High School District, California||2013|10078||9042||5602||1987||4862||3399||1090||3726||715||456||116||781|
37|06|9600000US0626310|Mountain View-Los Altos Union School District, California||2013|3737||14669||9479||3638||9287||6104||2257||5128||780||564||196||1221|
37|06|9600000US0626880|Nevada Joint Union High School District, California||2013|3300||9413||5626||2156||5307||3662||1401||3934||620||245||84||790|
37|06|9600000US0629130|Oroville Union High School District, California||2013|2452||9443||5391||2673||5402||3254||1570||3624||749||213||197||539|
37|06|9600000US0629270|Oxnard Union High School District, California||2013|16780||8134||5051||2132||4998||3354||1293||2835||590||292||62||662|
37|06|9600000US0630210|Perris Union High School District, California||2013|10567||7834||4612||1646||4448||3012||958||3096||436||221||87||683|
37|06|9600000US0630750|Placer Union High School District, California||2013|4329||8258||5396||1651||4504||3232||899||3462||477||313||109||921|
37|06|9600000US0632010|Red Bluff Joint Union High School District, California||2013|1667||10348||6648||1963||5857||4054||1170||4167||487||380||203||638|
37|06|9600000US0633630|Roseville Joint Union High School District, California||2013|10206||7862||5128||1621||4600||3325||959||2969||631||202||55||613|
37|06|9600000US0633980|Salinas Union High School District, California||2013|13879||8724||5337||2095||4953||3407||1159||3490||744||566||53||571|
37|06|9600000US0634140|San Benito High School District, California||2013|3069||8288||4494||2152||4927||2874||1236||3088||579||195||165||402|
37|06|9600000US0634380|San Dieguito Union High School District, California||2013|12365||8731||5399||1906||5279||3598||1168||3251||616||247||73||598|
37|06|9600000US0634980|San Mateo Union High School District, California||2013|8244||13217||8292||3099||7580||5091||1770||5301||1158||655||124||730|
37|06|9600000US0635110|San Rafael City High School District, California||2013|2066||12137||7452||2463||6726||4576||1378||5141||745||781||212||980|
37|06|9600000US0635670|Santa Maria Joint Union High School District, California||2013|7636||8855||5436||1777||4971||3408||1131||3547||654||465||75||646|
37|06|9600000US0635760|SANTA PAULA UNION HIGH SCHOOL DT, California||2013|1667||8100||4579||2073||4359||2711||1149||3303||552||364||385||849|
37|06|9600000US0635850|Santa Ynez Valley Union High School District, California||2013|1018||10118||5993||2414||5316||3655||1308||4492||698||224||441||725|
37|06|9600000US0636390|Sequoia Union High School District, California||2013|9247||12118||7455||3030||6696||4451||1602||5142||894||744||76||713|
37|06|9600000US0636600|Shasta Union High School District, California||2013|5728||9142||5375||2040||5392||3490||1259||3477||759||206||89||672|
37|06|9600000US0636940|Siskiyou Union High School District, California||2013|596||11581||6396||2448||6542||4220||1443||4955||362||532||255||1208|
37|06|9600000US0636972|Victor Valley Union High School District, California||2013|14781||5875||3264||1617||3349||2035||971||2233||329||135||89||433|
37|06|9600000US0637260|Sonora Union High School District, California||2013|1186||9508||5746||2040||4522||3211||1004||4669||320||208||207||812|
37|06|9600000US0638280|Summerville Union High School District, California||2013|1088||9212||5477||1671||4994||3597||1007||3926||278||99||404||944|
37|06|9600000US0638610|Sutter Union High School District, California||2013|681||8633||4670||1956||4347||2979||1098||4088||366||319||310||530|
37|06|9600000US0638640|Sweetwater Union High School District, California||2013|40916||8533||5923||1687||4988||3654||980||3286||533||489||44||715|
37|06|9600000US0638730|Taft Union High School District, California||2013|1032||22241||11631||5764||10975||6710||3070||10120||2458||1248||467||606|
37|06|9600000US0638790|Tamalpais Union High School District, California||2013|3907||15265||9327||3627||8943||5902||2071||6058||1536||691||163||782|
37|06|9600000US0639930|Tulare Joint Union High School District, California||2013|5306||9236||5478||2361||4877||3294||1187||3876||596||394||73||494|
37|06|9600000US0640500|Upper Lake Union High School District, California||2013|351||10783||5803||2670||5103||3157||1356||5071||707||259||248||1083|
37|06|9600000US0641430|Wasco Union High School District, California||2013|1760||8936||5167||2333||4794||3227||1264||3856||384||670||201||489|
37|06|9600000US0642350|Wheatland Union High School District, California||2013|713||8957||5094||2027||5032||3264||1231||3655||654||285||126||564|
37|06|9600000US0642480|Whittier Union High School District, California||2013|13486||9206||5790||2095||5465||3759||1292||3321||822||457||69||402|
37|06|9600000US0642510|William S. Hart Union High School District, California||2013|26373||7415||4508||1702||4223||2901||1012||3058||671||240||42||657|
37|06|9600000US0643410|Yreka Union High School District, California||2013|722||9380||5532||1230||5414||3785||708||3654||522||86||267||600|
37|09|9600000US0900005|Regional High School District 19, Connecticut||2013|1223||16870||9585||3624||10267||6866||2459||6000||1074||288||796||646|
37|09|9600000US0903570|Regional High School District 11, Connecticut||2013|280||22018||11271||4193||10882||7514||2846||9861||1593||436||1014||1689|
37|09|9600000US0903600|Regional High School District 01, Connecticut||2013|421||25468||14694||6347||14743||9720||4268||9451||2024||1048||511||1513|
37|09|9600000US0903630|Regional High School District 04, Connecticut||2013|990||17098||9449||4208||9619||6257||2839||6419||1091||311||864||1452|
37|09|9600000US0903660|Regional High School District 05, Connecticut||2013|2348||17299||10019||3927||9641||6649||2604||6898||1185||536||316||1348|
37|09|9600000US0903720|Regional High School District 07, Connecticut||2013|1130||16550||8508||3581||9748||5927||2527||6051||768||232||392||1044|
37|09|9600000US0903750|Regional High School District 08, Connecticut||2013|1767||14208||8324||3222||8941||6238||2429||4681||764||608||265||866|
37|09|9600000US0903780|Regional High School District 09, Connecticut||2013|1012||21186||12101||4746||14329||9770||3730||5705||140||230||361||1157|
37|17|9600000US1701384|Illini West High School District 307, Illinois||2013|410||9578||5176||2615||5246||3237||1661||4332||344||54||1024||524|
37|17|9600000US1701397|PARIS COOPERATIVE HIGH SCHOOL, Illinois||2013|574||7634||4066||2233||5500||3408||1815||2000||260||207||164||610|
37|17|9600000US1703780|Anna Jonesboro Community High School District 81, Illinois||2013|475||10956||5880||3257||6438||4000||2143||4219||741||337||686||509|
37|17|9600000US1703870|Antioch Community High School District 117, Illinois||2013|2799||13494||6589||2889||8243||5169||2202||5043||937||369||220||519|
37|17|9600000US1704020|Argo Community High School District 217, Illinois||2013|1842||16993||9107||4243||10351||6670||2881||6215||1497||385||788||470|
37|17|9600000US1704170|Township High School District 214, Illinois||2013|12129||19850||11181||5267||11876||7318||3062||7582||1861||1210||290||806|
37|17|9600000US1704230|Armstrong Township High School District 225, Illinois||2013|136||16338||7603||3382||8618||5132||2279||7118||397||147||1426||610|
37|17|9600000US1704770|Central Community High School District 71, Illinois||2013|571||11802||5753||2923||6939||4170||2100||4438||177||70||1583||287|
37|17|9600000US1705640|Belleville Township High School District 201, Illinois||2013|4837||11306||5860||3264||7049||4363||2378||3950||403||245||522||606|
37|17|9600000US1705970|Benton Consolidated High School District 103, Illinois||2013|611||11817||6678||3589||7021||4455||2322||4365||764||344||570||466|
37|17|9600000US1706420|Bloom Township High School District 206, Illinois||2013|3306||15341||8387||4028||7500||5000||2179||7217||1286||609||1018||731|
37|17|9600000US1706540|Community High School District 218, Illinois||2013|5384||18205||10405||4440||10273||7033||2796||7660||1454||965||607||872|
37|17|9600000US1706960|Bradley-Bourbonnais Consolidated High School District 307, Illinois||2013|2067||9420||5089||2843||5655||3502||1881||3413||755||334||340||156|
37|17|9600000US1707050|Bremen Community High School District 228, Illinois||2013|5432||14381||8881||3906||8614||5922||2315||5766||1175||854||526||936|
37|17|9600000US1708370|Carbondale Community High School District 165, Illinois||2013|1093||12133||7024||2922||7403||4945||1839||4125||685||186||629||722|
37|17|9600000US1708400|Consolidated High School District 230, Illinois||2013|8036||15613||8496||4240||9632||6241||3039||5593||1357||362||195||998|
37|17|9600000US1709300|Centralia High School District 200, Illinois||2013|952||13161||6315||4038||7624||4401||2775||4819||1006||148||841||449|
37|17|9600000US1711370|Community High School District 155, Illinois||2013|6914||14055||7458||4527||9416||5572||3319||4387||972||301||176||705|
37|17|9600000US1712570|Community High School District 99, Illinois||2013|5100||16756||10155||4014||11045||7596||2788||5437||1080||425||246||426|
37|17|9600000US1712870|Dwight Township High School District 230, Illinois||2013|290||18841||8069||3300||8466||5710||2197||10179||534||790||862||938|
37|17|9600000US1712990|East Alton-Wood River Community High School District 14, Illinois||2013|549||13204||7515||3934||6980||4789||2388||5661||883||286||1485||554|
37|17|9600000US1713230|East Peoria Community High School District 309, Illinois||2013|1160||12097||6622||3974||7170||4112||2831||4342||1000||266||422||278|
37|17|9600000US1713940|DuPage High School District 88, Illinois||2013|4056||15862||9496||3898||8553||5960||2161||7035||1973||409||281||1243|
37|17|9600000US1714490|Evanston Township High School District 202, Illinois||2013|3147||22092||13516||5430||12196||8729||2997||9187||2444||877||913||929|
37|17|9600000US1714580|Evergreen Park Community High School District 231, Illinois||2013|858||10106||8782||2521||3693||6190||1707||6413||1101||640||878||436|
37|17|9600000US1715030|Fenton Community High School District 100, Illinois||2013|1520||18047||11182||4652||10175||7267||2704||7513||1530||674||493||884|
37|17|9600000US1715840|Freeburg Community High School District 77, Illinois||2013|613||12318||7168||3222||7607||5028||2153||4188||582||83||1002||468|
37|17|9600000US1716260|Gardner-South Wilmington Township High School District, Illinois||2013|198||15874||7197||3263||8263||4187||1859||7071||955||182||1561||672|
37|17|9600000US1716830|Glenbard Township High School District 87, Illinois||2013|8450||15606||8438||3880||10491||6672||3014||4894||802||576||329||1204|
37|17|9600000US1717340|Grant Community High School District 124, Illinois||2013|1894||9517||5861||2563||4432||3752||1479||4618||767||661||431||96|
37|17|9600000US1717550|Grayslake Community High School District 127, Illinois||2013|2981||14569||7714||3240||7963||5592||2122||6274||1481||678||285||610|
37|17|9600000US1718030|Hall High School District 502, Illinois||2013|393||14827||7173||4351||7954||4748||2911||6473||929||486||1377||674|
37|17|9600000US1719080|Township High School District 113, Illinois||2013|3766||22144||13483||5882||12181||8285||3348||9558||1314||407||570||2482|
37|17|9600000US1719320|Hinsdale Township High School District 86, Illinois||2013|4536||18559||10351||5938||12488||7796||4315||6065||1544||636||450||626|
37|17|9600000US1719560|Homewood-Flossmoor Community High School District 233, Illinois||2013|2795||17123||9081||3949||9184||6327||2589||7520||1965||637||514||399|
37|17|9600000US1719620|Hononegah Community High School District 207, Illinois||2013|2142||10734||5583||3206||6751||4085||2235||3558||683||92||429||520|
37|17|9600000US1720610|Joliet Township High School District 204, Illinois||2013|6109||14513||7992||4156||7548||4961||2286||6575||1061||457||1019||572|
37|17|9600000US1721780|Lake Forest Community High School District 115, Illinois||2013|1686||22461||13409||6037||13390||9177||3703||8640||1802||378||250||1431|
37|17|9600000US1721840|Lake Park Community High School District 108, Illinois||2013|2759||15894||8926||4359||8521||5733||2571||6874||1654||869||351||471|
37|17|9600000US1722110|LaSalle-Peru Township High School District 120, Illinois||2013|1260||13140||7221||3475||7821||5042||2488||4827||778||344||662||282|
37|17|9600000US1722500|Lemont Township High School District 210, Illinois||2013|1473||14460||8202||4426||9185||5865||3115||4855||1033||164||642||633|
37|17|9600000US1722740|Leyden Community High School District 212, Illinois||2013|3545||17618||10144||5435||8750||5909||2990||8449||1626||1073||729||1151|
37|17|9600000US1722830|Libertyville Community High School District 128, Illinois||2013|3353||21299||11339||5438||12615||8256||3462||8364||2191||714||724||722|
37|17|9600000US1722950|Limestone Community High School District 310, Illinois||2013|1125||10299||5902||2547||5735||3876||1537||4078||599||548||744||431|
37|17|9600000US1723050|Lincoln Community High School District 404, Illinois||2013|842||11423||6094||3214||6496||4090||2100||4219||625||181||954||236|
37|17|9600000US1723070|Lincoln Way Community High School District 210, Illinois||2013|7346||12675||7379||3091||7313||5188||1973||5017||727||216||461||371|
37|17|9600000US1723350|Lockport Township High School District 205, Illinois||2013|3679||12140||7697||3689||6521||4895||2173||5603||936||266||369||721|
37|17|9600000US1723880|Lyons Township High School District 204, Illinois||2013|4039||16257||10522||4135||9102||6988||2532||6938||1584||798||177||916|
37|17|9600000US1724090|Maine Township High School District 207, Illinois||2013|6525||19729||11291||5912||12760||7947||4006||6967||1564||659||528||1043|
37|17|9600000US1724570|Marengo Community High School District 154, Illinois||2013|772||12385||7320||3246||6319||4834||1926||5557||851||825||771||472|
37|17|9600000US1725320|McHenry Community High School District 156, Illinois||2013|2464||10974||6782||3140||6872||4860||2247||3905||796||521||300||547|
37|17|9600000US1725650|Mendota Township High School District 280, Illinois||2013|629||12412||7494||2771||6424||4604||1517||5296||719||372||604||568|
37|17|9600000US1725770|Metamora Township High School District 122, Illinois||2013|986||11500||6187||3762||6970||4213||2406||3922||436||191||502||556|
37|17|9600000US1725980|Milford Township High School District 233, Illinois||2013|198||15061||8399||4030||7596||4843||2293||7116||369||364||2717||692|
37|17|9600000US1726180|Fairfield Community High School District 225, Illinois||2013|412||10850||5981||2799||6257||3939||1859||4437||539||80||706||716|
