GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|SCHENROLL|SCHENROLL_F|SCHEXPCS_PP|SCHEXPCS_PP_F|SCHEXPCSFSW_PP|SCHEXPCSFSW_PP_F|SCHEXPCSFEB_PP|SCHEXPCSFEB_PP_F|SCHEXPCSIT_PP|SCHEXPCSIT_PP_F|SCHEXPCSISW_PP|SCHEXPCSISW_PP_F|SCHEXPCSIEB_PP|SCHEXPCSIEB_PP_F|SCHEXPCSST_PP|SCHEXPCSST_PP_F|SCHEXPCSSPS_PP|SCHEXPCSSPS_PP_F|SCHEXPCSSIS_PP|SCHEXPCSSIS_PP_F|SCHEXPCSSGA_PP|SCHEXPCSSGA_PP_F|SCHEXPCSSSA_PP|SCHEXPCSSSA_PP_F
37|04|9500000US0400004|Clarkdale-Jerome Elementary District, Arizona||2013|455||6960||4255||1415||3763||2675||899||2796||771||187||242||180|
37|04|9500000US0400005|Salome Consolidated Elementary District, Arizona||2013|99||10232||6404||1263||4071||3000||556||5455||687||0||1586||0|
37|04|9500000US0400022|Vernon Elementary District, Arizona||2013|170||10847||5106||1371||6359||2994||759||4476||459||112||1053||388|
37|04|9500000US0400480|Aguila Elementary District, Arizona||2013|216||6593||3074||806||4514||2009||444||1532||0||0||269||380|
37|04|9500000US0400600|Alhambra Elementary District, Arizona||2013|14313||5999||4076||1024||3360||2604||630||2040||460||247||47||286|
37|04|9500000US0400630|Alpine Elementary District, Arizona||2013|69||11739||6696||1478||8087||5000||1116||3652||116||0||87||710|
37|04|9500000US0400750|Apache Elementary District, Arizona||2013|7||25571||15571||3571||12000||9000||2571||13571||2143||0||143||286|
37|04|9500000US0400840|Arlington Elementary District, Arizona||2013|258||8775||5384||1597||4539||3426||977||3612||291||120||543||326|
37|04|9500000US0400870|Ash Creek Elementary District, Arizona||2013|18||29278||15611||5611||11333||7722||2722||17000||667||222||3278||2722|
37|04|9500000US0400960|Avondale Elementary District, Arizona||2013|5625||6056||3468||1127||3095||2222||690||2477||407||441||54||339|
37|04|9500000US0401050|Balsz Elementary District, Arizona||2013|2681||6670||4109||952||3555||2642||713||2450||468||304||179||343|
37|04|9500000US0401080|Beaver Creek Elementary District, Arizona||2013|457||6764||3370||996||4300||2112||584||2120||374||236||96||195|
37|04|9500000US0401230|Blue Elementary District, Arizona||2013|8||12625||6750||2375||10000||6625||2375||2625||0||0||0||0|
37|04|9500000US0401260|Bonita Elementary District, Arizona||2013|89||18169||11303||4112||11169||7438||2551||5798||101||56||247||2000|
37|04|9500000US0401290|Bouse Elementary District, Arizona||2013|35||17257||9514||3571||6429||4714||1486||9429||371||257||1057||1029|
37|04|9500000US0401380|Buckeye Elementary District, Arizona||2013|4569||6655||3953||1172||3941||2730||742||2278||456||309||57||376|
37|04|9500000US0401500|Bullhead City School District, Arizona||2013|3228||5763||3473||1116||3293||2426||744||1813||117||175||134||395|
37|04|9500000US0401650|Canon Elementary District, Arizona||2013|219||8493||3438||1279||5329||2169||689||2525||174||27||342||160|
37|04|9500000US0401680|Cartwright Elementary District, Arizona||2013|18928||6839||4471||1186||4167||3018||784||2112||366||602||41||341|
37|04|9500000US0401710|Casa Grande Elementary District, Arizona||2013|7379||6246||4069||1056||3200||2466||614||2630||425||307||60||376|
37|04|9500000US0402130|Cochise Elementary District, Arizona||2013|96||14677||8635||3573||8521||5927||2125||5583||63||1260||250||1115|
37|04|9500000US0402190|Concho Elementary District, Arizona||2013|244||12500||5225||1693||6361||2734||934||5684||385||516||701||447|
37|04|9500000US0402220|Congress Elementary District, Arizona||2013|152||11000||6007||1421||6586||3822||882||3934||421||836||526||322|
37|04|9500000US0402250|Continental Elementary District, Arizona||2013|679||6343||2920||784||4437||2209||576||1876||348||7||196||155|
37|04|9500000US0402370|Cottonwood-Oak Creek Elementary District, Arizona||2013|2112||6226||3503||1090||3348||2384||737||2311||396||249||134||216|
37|04|9500000US0402400|Crane Elementary District, Arizona||2013|6249||5530||3473||1078||2879||2127||614||2209||294||441||72||299|
37|04|9500000US0402430|Creighton Elementary District, Arizona||2013|6715||6037||3884||1141||3221||2438||674||2184||399||236||78||319|
37|04|9500000US0402460|Crown King Elementary District, Arizona||2013|3||21667||11667||4000||10333||7000||3000||11333||0||0||3667||0|
37|04|9500000US0402490|Double Adobe Elementary District, Arizona||2013|56||10339||5625||554||8161||4482||357||2179||54||0||0||696|
37|04|9500000US0402760|Elfrida Elementary District, Arizona||2013|112||10545||6232||2152||5875||4196||1438||3938||80||18||1348||18|
37|04|9500000US0402790|Eloy Elementary District, Arizona||2013|1011||6527||3591||1112||2799||2032||644||2973||409||261||168||375|
37|04|9500000US0403060|Fowler Elementary District, Arizona||2013|4575||6392||3959||1099||3637||2636||756||2248||459||328||86||354|
37|04|9500000US0403240|Gadsden Elementary District, Arizona||2013|5195||5559||3396||975||2830||2029||587||2203||362||275||150||322|
37|04|9500000US0403420|Glendale Elementary District, Arizona||2013|13496||6039||3845||1175||3449||2522||786||2074||313||297||34||346|
37|04|9500000US0403660|Hackberry School District, Arizona||2013|65||12985||6015||2031||6492||2785||862||5877||185||15||354||1369|
37|04|9500000US0403900|Hyder Elementary District, Arizona||2013|102||13324||5814||2441||6588||3343||1569||5657||118||0||157||1363|
37|04|9500000US0403960|Isaac Elementary District, Arizona||2013|7101||8164||4618||1641||5079||3194||989||2519||547||123||117||308|
37|04|9500000US0404170|Kirkland Elementary District, Arizona||2013|104||9923||4615||904||5894||3077||548||3548||510||269||327||615|
37|04|9500000US0404230|Kyrene Elementary District, Arizona||2013|17786||6352||4081||1095||3796||2884||754||2274||513||352||44||264|
37|04|9500000US0404290|Laveen Elementary District, Arizona||2013|5925||5546||3588||892||2856||2182||541||2287||403||390||103||328|
37|04|9500000US0404320|Liberty Elementary District, Arizona||2013|3249||6262||4244||925||3645||2867||618||2296||414||455||81||287|
37|04|9500000US0404380|Litchfield Elementary District, Arizona||2013|10421||5799||3772||1086||3334||2494||706||2120||404||277||57||235|
37|04|9500000US0404440|Littleton Elementary District, Arizona||2013|5309||6379||4107||949||3558||2804||646||2263||553||347||78||277|
37|04|9500000US0404500|Madison Elementary District, Arizona||2013|5910||6372||4084||1133||3302||2411||681||2705||395||524||126||334|
37|04|9500000US0404530|Maine Consolidated School District, Arizona||2013|125||16552||9912||3216||9920||5952||1784||5720||488||712||1040||0|
37|04|9500000US0404770|Altar Valley Elementary District, Arizona||2013|946||7790||2872||836||4162||1701||427||3224||391||92||256||239|
37|04|9500000US0404860|McNary Elementary District, Arizona||2013|167||5383||3156||515||3982||2569||407||766||0||0||132||521|
37|04|9500000US0404920|McNeal Elementary District, Arizona||2013|56||15500||7786||1875||9214||4054||946||5536||375||89||1982||429|
37|04|9500000US0405100|Mobile Elementary District, Arizona||2013|33||26848||18939||4727||10364||7727||1697||15000||0||2182||333||4091|
37|04|9500000US0405190|Mohave Valley Elementary District, Arizona||2013|1596||5966||3919||1102||3097||2362||650||2479||263||509||196||325|
37|04|9500000US0405220|Mohawk Valley Elementary District, Arizona||2013|146||8685||4774||1404||3692||2795||726||4301||68||103||842||630|
37|04|9500000US0405340|Morristown Elementary District, Arizona||2013|192||8073||4000||1078||5026||2542||688||2578||292||177||146||146|
37|04|9500000US0405400|Murphy Elementary District, Arizona||2013|1994||6282||3807||1107||2555||1845||554||3031||403||396||197||352|
37|04|9500000US0405430|Naco Elementary District, Arizona||2013|377||8069||3316||1183||5544||2093||918||2069||42||297||393||0|
37|04|9500000US0405640|Oracle Elementary District, Arizona||2013|717||8165||3764||702||5167||2081||384||2735||492||183||396||179|
37|04|9500000US0405670|Osborn Elementary District, Arizona||2013|3046||6273||3981||985||3080||2425||583||2707||596||439||87||259|
37|04|9500000US0405730|Owens-Whitney Elementary District, Arizona||2013|37||12081||7108||2270||8108||4784||1378||3676||27||81||27||216|
37|04|9500000US0405760|Tonto Basin Elementary District, Arizona||2013|90||12922||6500||2622||7889||3911||1644||3956||111||0||344||911|
37|04|9500000US0405850|Palo Verde Elementary District, Arizona||2013|433||7464||4848||1113||3829||3065||596||3143||363||242||436||305|
37|04|9500000US0405880|Palominas Elementary District, Arizona||2013|1428||7489||3390||1214||4534||1942||644||2714||243||443||150||300|
37|04|9500000US0406000|Patagonia Elementary District, Arizona||2013|88||13386||4818||1398||7920||4170||1136||5330||364||670||705||557|
37|04|9500000US0406150|Pearce Elementary District, Arizona||2013|96||13802||9375||1573||7313||6156||948||5896||385||167||448||1219|
37|04|9500000US0406210|Pendergast Elementary District, Arizona||2013|9715||6691||3904||1198||3453||2398||714||2733||591||636||97||361|
37|04|9500000US0406300|Phoenix Elementary District, Arizona||2013|7189||10617||6137||1831||6194||3805||963||4056||863||954||65||393|
37|04|9500000US0406360|Picacho Elementary District, Arizona||2013|206||7311||4214||1621||3743||2481||1044||2947||160||272||325||442|
37|04|9500000US0406510|Pine Strawberry Elementary District, Arizona||2013|148||19277||10804||3122||10392||6014||1703||8088||1007||905||1054||331|
37|04|9500000US0406630|Pomerene Elementary District, Arizona||2013|154||7455||3708||1039||4455||2305||571||2526||377||227||84||500|
37|04|9500000US0406780|Quartzsite Elementary District, Arizona||2013|205||8912||5839||1332||4859||3902||810||3395||234||44||259||571|
37|04|9500000US0406900|Red Rock Elementary District, Arizona||2013|299||6719||4247||1087||3936||2943||839||2304||301||314||344||197|
37|04|9500000US0407020|Riverside Elementary District, Arizona||2013|832||6800||4163||1268||2964||2180||649||3179||507||321||317||373|
37|04|9500000US0407080|Roosevelt Elementary District, Arizona||2013|9960||10420||5853||1964||6333||3740||1024||3467||795||539||107||326|
37|04|9500000US0407200|Sacaton Elementary District, Arizona||2013|458||7517||5301||1727||3057||2666||725||3723||13||330||395||330|
37|04|9500000US0407380|San Fernando Elementary District, Arizona||2013|24||11167||6792||1750||5167||4208||708||5542||125||0||208||2083|
37|04|9500000US0407500|Santa Cruz Elementary District, Arizona||2013|257||9206||4444||767||5903||2696||436||2864||8||389||646||292|
37|04|9500000US0407680|Sentinel Elementary District, Arizona||2013|35||28400||13829||6057||15286||9000||3600||11429||29||0||914||771|
37|04|9500000US0407770|Skull Valley Elementary District, Arizona||2013|53||10321||4717||1528||6396||2736||717||2887||245||113||623||283|
37|04|9500000US0407860|Solomon Elementary District, Arizona||2013|262||6156||2920||893||3756||1790||531||1920||156||0||515||134|
37|04|9500000US0407890|Somerton Elementary District, Arizona||2013|2729||5550||3512||852||2843||2268||500||2136||236||253||117||328|
37|04|9500000US0407920|Sonoita Elementary District, Arizona||2013|105||18210||11162||3219||11295||8190||2200||6352||457||29||648||829|
37|04|9500000US0408130|Stanfield Elementary District, Arizona||2013|603||7751||4479||1320||3842||2844||776||3312||194||521||370||317|
37|04|9500000US0408310|Tempe School District, Arizona||2013|11834||9944||5703||2130||4913||3204||1079||4570||1159||1116||103||541|
37|04|9500000US0408430|Paloma School District, Arizona||2013|103||11417||4777||1806||5786||2757||1019||4718||233||388||165||350|
37|04|9500000US0408460|Hillside Elementary District, Arizona||2013|29||10897||6241||1034||6586||4897||828||4310||276||172||1241||793|
37|04|9500000US0408490|Tolleson Elementary District, Arizona||2013|2718||6322||4116||803||2826||2286||461||2919||334||1021||127||339|
37|04|9500000US0408550|Toltec Elementary District, Arizona||2013|1165||5245||3138||565||2446||2039||353||2503||330||252||240||245|
37|04|9500000US0408640|Topock Elementary District, Arizona||2013|135||8652||5274||1126||4607||3304||733||2993||148||111||1222||0|
37|04|9500000US0408820|Union Elementary District, Arizona||2013|1771||5840||3502||915||2994||2238||600||2280||425||353||164||230|
37|04|9500000US0408880|Valentine Elementary District, Arizona||2013|71||5901||3423||803||2958||2042||493||2944||42||183||99||732|
37|04|9500000US0409060|Washington Elementary District, Arizona||2013|22895||7227||4463||1321||4146||2874||825||2516||583||340||55||330|
37|04|9500000US0409090|Wellton Elementary District, Arizona||2013|314||7752||4949||1354||4717||3643||895||2592||70||0||576||239|
37|04|9500000US0409120|Wenden Elementary District, Arizona||2013|104||13577||7952||2510||6077||4250||1135||6058||606||471||1192||58|
37|04|9500000US0409390|Wilson Elementary District, Arizona||2013|1189||11584||6911||1482||7410||4809||823||3616||876||480||278||310|
37|04|9500000US0409510|Yarnell Elementary District, Arizona||2013|54||17111||8259||3074||9278||5648||1907||6722||1389||407||833||1056|
37|04|9500000US0409540|Young Elementary School District, Arizona||2013|56||22821||14893||3125||12518||9839||2071||9607||232||250||2107||0|
37|04|9500000US0409570|Yucca Elementary District, Arizona||2013|38||13763||6579||2526||7789||3342||1711||5079||368||26||316||1658|
37|04|9500000US0409600|Yuma Elementary District, Arizona||2013|9073||5903||3295||1125||3246||2326||789||2118||254||121||70||331|
37|06|9500000US0600006|Ross Valley Elementary School District, California||2013|2230||9016||5707||1663||5946||4064||1129||2986||331||329||202||563|
37|06|9500000US0600012|Twin Ridges Elementary School District, California||2013|97||16093||8474||2948||7732||5268||1691||7309||485||186||907||1454|
37|06|9500000US0601420|Fortuna Elementary School District, California||2013|125||89720||52528||22592||58432||38224||15824||25784||3344||1432||1632||6680|
37|06|9500000US0601680|Ackerman Elementary School District, California||2013|542||7358||4900||1373||4506||3236||919||2596||935||144||129||410|
37|06|9500000US0601710|Adelanto Elementary School District, California||2013|9054||7552||4484||1491||4251||2958||918||2779||241||200||117||719|
37|06|9500000US0601890|Alexander Valley Union Elementary School District, California||2013|114||14368||7991||2614||8614||5500||1816||5500||588||70||526||1781|
37|06|9500000US0601950|Alisal Union Elementary School District, California||2013|8748||7980||4401||1897||4872||3125||1202||2398||179||376||77||475|
37|06|9500000US0601980|Allensworth Elementary School District, California||2013|79||13570||6899||3405||7215||4481||2038||5253||101||747||392||962|
37|06|9500000US0602100|Alpine Union Elementary School District, California||2013|1863||7984||5158||1918||5230||3604||1288||2448||262||76||239||520|
37|06|9500000US0602160|Alta Loma Elementary School District, California||2013|6062||7322||4576||1888||4877||3274||1293||2158||240||176||88||510|
37|06|9500000US0602220|Alta Vista Elementary School District, California||2013|560||8491||4798||2236||5282||3521||1438||2532||127||277||261||707|
37|06|9500000US0602250|Alta-Dutch Flat Union Elementary School District, California||2013|92||10141||6728||1598||6207||4772||924||3935||11||0||652||1250|
37|06|9500000US0602310|Alum Rock Union Elementary School District, California||2013|12659||8970||5436||1934||5910||3867||1304||2539||287||230||79||592|
37|06|9500000US0602360|Alview-Dairyland Union Elementary School District, California||2013|367||8689||4586||1866||4542||2763||1196||3474||166||41||542||540|
37|06|9500000US0602370|Alvina Elementary School District, California||2013|212||7085||3972||1208||3967||2594||745||3094||118||28||311||1108|
37|06|9500000US0602610|Anaheim Elementary School District, California||2013|19126||7868||5353||2010||4898||3475||1204||2970||642||449||63||592|
37|06|9500000US0602760|Antelope Elementary School District, California||2013|607||7858||5026||1623||5231||3708||1219||2249||25||94||114||501|
37|06|9500000US0603000|Arcata Elementary School District, California||2013|932||8547||5056||1932||4954||3429||1268||3078||354||48||209||1021|
37|06|9500000US0603060|Arcohe Union Elementary School District, California||2013|414||7809||4821||1589||5014||3635||1075||2326||7||75||432||483|
37|06|9500000US0603180|Armona Union Elementary School District, California||2013|2060||4549||2683||1063||2725||1844||634||1518||100||149||113||386|
37|06|9500000US0603270|Arvin Union Elementary School District, California||2013|3159||9307||5257||2513||5633||3526||1503||2966||400||420||114||557|
37|06|9500000US0603420|Atwater Elementary School District, California||2013|4710||7852||5043||1634||4842||3404||1033||2430||278||248||138||520|
37|06|9500000US0603480|Auburn Union Elementary School District, California||2013|2135||8816||5316||1755||5499||3794||1201||2863||420||212||150||579|
37|06|9500000US0603630|Bakersfield City Elementary School District, California||2013|28987||9006||5216||2376||5506||3524||1592||2902||182||703||103||480|
37|06|9500000US0603720|Ballard Elementary School District, California||2013|117||13316||8650||2786||9427||6547||1940||3889||0||9||932||1299|
37|06|9500000US0603750|Ballico-Cressey Elementary School District, California||2013|312||8654||4917||1580||4926||3199||949||3058||22||269||253||756|
37|06|9500000US0603780|Bangor Union Elementary School District, California||2013|117||10932||6803||1863||6308||4427||1239||3812||77||94||479||1325|
37|06|9500000US0603870|Banta Elementary School District, California||2013|319||7862||4389||1674||4592||3216||1044||2768||122||257||690||147|
37|06|9500000US0604080|Bass Lake Joint Union Elementary School District, California||2013|820||8410||4863||1894||4624||3095||1201||3477||132||139||384||634|
37|06|9500000US0604200|Bayshore Elementary School District, California||2013|389||7707||4267||1553||5308||3195||1216||2293||239||3||201||586|
37|06|9500000US0604260|Beardsley Elementary School District, California||2013|1730||7712||4509||1935||4249||2841||1146||2971||525||111||210||583|
37|06|9500000US0604350|Bella Vista Elementary School District, California||2013|356||8604||5053||1744||4787||3242||1048||3284||174||230||247||781|
37|06|9500000US0604380|Bellevue Union Elementary School District, California||2013|1736||9732||5119||1588||6650||3956||1083||2465||284||81||274||601|
37|06|9500000US0604500|Belleview Elementary School District, California||2013|128||9898||5930||1773||6023||4195||1188||3328||0||16||578||945|
37|06|9500000US0604530|Belmont-Redwood Shores Elementary School District, California||2013|3607||8445||5534||1430||5708||4061||1021||2690||351||420||185||554|
37|06|9500000US0604560|Belridge Elementary School District, California||2013|32||37031||17656||9531||19219||10219||5250||16813||0||0||2125||5781|
37|06|9500000US0604650|Bennett Valley Union Elementary School District, California||2013|1011||7142||4520||1321||5350||3518||1019||1664||33||1||206||383|
37|06|9500000US0604800|Berryessa Union Elementary School District, California||2013|7980||7756||4661||1839||4970||3318||1233||2486||333||322||98||497|
37|06|9500000US0604860|Big Creek Elementary School District, California||2013|52||20712||10769||4000||8577||5308||1942||11442||77||19||1038||2712|
37|06|9500000US0604890|Big Lagoon Union Elementary School District, California||2013|63||10841||5714||3000||4937||3238||1413||5190||0||79||810||1968|
37|06|9500000US0604980|Big Springs Union Elementary School District, California||2013|126||9976||5310||2381||6119||3794||1754||3040||40||357||262||778|
37|06|9500000US0605190|Bitterwater-Tully Union Elementary School District, California||2013|28||11286||6429||2464||8357||5607||2286||2893||0||0||107||500|
37|06|9500000US0605220|Black Butte Union Elementary School District, California||2013|208||10760||5500||2197||5630||3524||1236||4548||149||293||337||928|
37|06|9500000US0605250|Blake Elementary School District, California||2013|6||28500||12833||6000||15833||8833||4667||11500||333||0||1833||2833|
37|06|9500000US0605280|Blochman Union Elementary School District, California||2013|820||1691||973||322||813||568||198||791||0||39||74||188|
37|06|9500000US0605400|Blue Lake Union Elementary School District, California||2013|152||10579||6599||2296||6947||4789||1704||3013||382||26||257||1026|
37|06|9500000US0605490|Bogus Elementary School District, California||2013|12||17417||8000||3250||8833||5667||2500||7667||0||333||1750||417|
37|06|9500000US0605520|Bolinas-Stinson Union Elementary School District, California||2013|110||31000||18200||7527||16591||10736||4482||13445||418||2627||2082||1591|
37|06|9500000US0605580|Santa Maria-Bonita Elementary School District, California||2013|15050||8137||4817||1565||5046||3368||1039||2565||376||451||95||458|
37|06|9500000US0605640|Bonny Doon Union Elementary School District, California||2013|132||12788||6091||2091||6326||3879||1318||6462||295||91||386||1591|
37|06|9500000US0605670|Bonsall Union Elementary School District, California||2013|2087||8031||4867||1645||4999||3407||1040||2611||263||114||243||584|
37|06|9500000US0605730|Bradley Union Elementary School District, California||2013|79||12051||6709||2215||5823||3949||1190||6190||671||266||608||1266|
37|06|9500000US0605790|Brawley Elementary School District, California||2013|3807||8251||5324||1491||5287||3794||996||2535||329||187||136||500|
37|06|9500000US0605910|Brentwood Union Elementary School District, California||2013|8426||7302||4877||1341||5068||3757||991||2017||178||232||101||465|
37|06|9500000US0606000|Bridgeville Elementary School District, California||2013|37||18216||10622||3216||11108||7459||2378||6108||0||514||838||1541|
37|06|9500000US0606030|Briggs Elementary School District, California||2013|563||7476||4327||1396||4590||3259||1012||2426||82||62||366||952|
37|06|9500000US0606060|Brisbane Elementary School District, California||2013|519||11597||7459||2545||7696||5254||1757||3734||283||287||686||615|
37|06|9500000US0606090|Brittan Elementary School District, California||2013|455||7323||4798||1444||4338||3180||932||2453||4||255||163||837|
37|06|9500000US0606100|Browns Elementary School District, California||2013|152||7711||4546||1947||4625||3000||1329||2757||0||39||388||967|
37|06|9500000US0606270|Buckeye Union Elementary School District, California||2013|5099||7031||4493||1576||4698||3210||1090||2149||273||113||89||556|
37|06|9500000US0606330|Buellton Union Elementary School District, California||2013|652||11646||7567||2291||7423||5422||1629||3900||730||492||239||735|
37|06|9500000US0606360|Buena Park Elementary School District, California||2013|5349||7979||4976||1867||5132||3471||1162||2348||266||237||118||438|
37|06|9500000US0606390|Panama-Buena Vista Union Elementary School District, California||2013|17325||7607||4719||1906||4657||3173||1238||2561||469||351||36||443|
37|06|9500000US0606420|Buena Vista Elementary School District, California||2013|198||8414||4520||2101||4904||3313||1429||2879||40||152||384||561|
37|06|9500000US0606480|Burlingame Elementary School District, California||2013|3037||8543||5142||1539||5991||3775||1064||2288||172||288||168||522|
37|06|9500000US0606510|Burnt Ranch Elementary School District, California||2013|97||11505||6330||2505||6454||4309||1608||4258||72||742||784||814|
37|06|9500000US0606540|Burrel Union Elementary School District, California||2013|119||10244||5328||2017||5588||3529||1151||3933||109||0||471||1345|
37|06|9500000US0606570|Burton Elementary School District, California||2013|4228||7582||4626||1730||4658||3161||1147||2425||201||404||88||475|
37|06|9500000US0606690|Butteville Union Elementary School District, California||2013|202||8079||4599||1782||4817||3139||1213||2594||35||59||248||797|
37|06|9500000US0606720|Buttonwillow Union Elementary School District, California||2013|342||9749||5570||2070||5523||3751||1398||3632||482||29||319||825|
37|06|9500000US0606750|Byron Union Elementary School District, California||2013|1686||7464||4517||1513||4683||3067||1015||2510||300||93||156||450|
37|06|9500000US0606810|Cajon Valley Union Elementary School District, California||2013|16231||8628||5381||1847||5546||3829||1231||2642||424||301||46||522|
37|06|9500000US0606960|Caliente Union Elementary School District, California||2013|61||11885||6984||2787||7295||4967||2082||4246||0||0||525||1180|
37|06|9500000US0607140|Cambrian Elementary School District, California||2013|3373||8071||5060||1565||5360||3749||1093||2470||265||247||197||437|
37|06|9500000US0607170|Camino Union Elementary School District, California||2013|513||7916||4747||1431||4920||3421||949||2725||60||31||413||493|
37|06|9500000US0607200|Campbell Union Elementary School District, California||2013|7701||9183||6006||1806||5759||4056||1182||3104||416||619||116||742|
37|06|9500000US0607260|Camptonville Elementary School District, California||2013|425||7099||3588||1191||4362||2713||816||2680||228||42||49||1654|
37|06|9500000US0607350|Canyon Elementary School District, California||2013|73||9411||6329||1795||6205||4397||1205||2822||14||0||192||1685|
37|06|9500000US0607410|Capay Joint Union Elementary School District, California||2013|199||6513||3849||1623||3975||2608||1060||1980||0||25||256||724|
37|06|9500000US0607470|Cardiff Elementary School District, California||2013|763||10507||6866||1758||6834||4856||1178||3098||242||252||461||668|
37|06|9500000US0607680|Cascade Union Elementary School District, California||2013|1292||9130||5083||2090||5212||3303||1279||3297||327||302||187||512|
37|06|9500000US0607740|Castaic Union Elementary School District, California||2013|2864||8308||5831||1591||5477||4226||1082||2781||393||251||118||450|
37|06|9500000US0607770|Castle Rock Union Elementary School District, California||2013|76||10553||5908||1868||5197||3882||1171||4303||105||53||711||1250|
37|06|9500000US0607840|Cayucos Elementary School District, California||2013|217||11645||6866||2484||7581||5124||1834||3724||452||180||677||710|
37|06|9500000US0607950|Central Elementary School District, California||2013|4692||7239||4734||1630||4575||3233||1096||2314||280||270||103||453|
37|06|9500000US0607980|Central Union Elementary School District, California||2013|1818||10980||6905||2334||6540||4796||1391||3950||326||582||301||733|
37|06|9500000US0608070|Centralia Elementary School District, California||2013|4501||8120||5624||1624||5068||3735||1014||2684||631||195||121||371|
37|06|9500000US0608250|Chatom Union Elementary School District, California||2013|659||9185||5363||1994||5662||3829||1240||2851||94||205||287||554|
37|06|9500000US0608340|Chicago Park Elementary School District, California||2013|140||8093||5493||1493||4650||3536||914||3271||136||107||507||936|
37|06|9500000US0608520|Chowchilla Elementary School District, California||2013|2088||7123||4437||1543||4207||2974||986||2470||124||309||196||547|
37|06|9500000US0608580|Chualar Union Elementary School District, California||2013|341||9757||5217||2551||4877||2956||1179||4220||308||956||589||718|
37|06|9500000US0608610|Chula Vista Elementary School District, California||2013|28524||8261||5223||1569||5131||3597||1041||2776||537||289||25||494|
37|06|9500000US0608640|Cienega Union Elementary School District, California||2013|30||7533||4733||1733||5767||3967||1433||1733||0||0||433||633|
37|06|9500000US0608700|Cinnabar Elementary School District, California||2013|175||12143||7246||2063||7651||5166||1417||3937||297||531||400||1109|
37|06|9500000US0608730|Citrus South Tule Elementary School District, California||2013|53||9906||5170||2830||5717||3981||1642||3792||0||19||642||925|
37|06|9500000US0608850|Clay Joint Elementary School District, California||2013|258||6407||3903||1295||3946||2748||895||2240||43||39||349||822|
37|06|9500000US0608880|Clear Creek Elementary School District, California||2013|166||7169||4705||1386||4205||3223||880||2783||72||72||349||867|
37|06|9500000US0609240|Coffee Creek Elementary School District, California||2013|14||12786||6357||1643||8500||5786||1500||3857||71||643||786||357|
37|06|9500000US0609270|Cold Spring Elementary School District, California||2013|175||17349||11389||4246||11686||7931||2869||5663||0||926||463||1703|
37|06|9500000US0609300|Colfax Elementary School District, California||2013|614||7837||4580||1459||4920||3274||1029||2700||508||249||218||699|
37|06|9500000US0609330|College Elementary School District, California||2013|426||12669||6939||2613||8744||5300||1974||3643||0||33||681||847|
37|06|9500000US0609450|Columbia Elementary School District, California||2013|880||8305||5160||1750||5486||3688||1155||2430||332||135||128||527|
37|06|9500000US0609480|Columbia Union Elementary School District, California||2013|584||7890||5002||1592||4704||3346||1034||2829||139||163||497||538|
37|06|9500000US0609510|Columbine Elementary School District, California||2013|184||8147||5103||1891||5353||3793||1359||2239||0||11||402||527|
37|06|9500000US0609780|Corning Union Elementary School District, California||2013|1900||8112||4967||1761||4841||3292||1086||2726||273||185||173||601|
37|06|9500000US0609990|Cottonwood Union Elementary School District, California||2013|1109||7031||3816||1433||4362||2692||931||2359||184||65||116||597|
37|06|9500000US0610080|Cox Bar Elementary School District, California||2013|10||31100||16500||7900||13000||8700||3400||15400||100||1000||3000||3500|
37|06|9500000US0610230|Cuddeback Union Elementary School District, California||2013|122||10303||5885||2352||6303||3746||1459||3393||287||197||352||1025|
37|06|9500000US0610290|Cupertino Union Elementary School District, California||2013|19035||7942||5460||1533||5411||3913||1032||2335||213||344||55||504|
37|06|9500000US0610320|Curtis Creek Elementary School District, California||2013|465||9381||5867||2114||5740||4116||1411||3284||6||97||215||688|
37|06|9500000US0610380|Cutten Elementary School District, California||2013|561||6638||4316||1676||4722||3278||1246||1636||0||210||100||440|
37|06|9500000US0610440|Cypress Elementary School District, California||2013|3879||7851||5160||1598||5107||3751||1086||2380||169||307||126||389|
37|06|9500000US0610710|Dehesa Elementary School District, California||2013|2122||3946||2023||616||2422||1341||410||1489||64||81||56||767|
37|06|9500000US0610740|Del Mar Union Elementary School District, California||2013|4384||10865||7320||2037||7322||5410||1408||2814||260||204||109||524|
37|06|9500000US0610890|Delano Union Elementary School District, California||2013|7636||9277||5607||2319||5751||3859||1466||2905||370||343||84||500|
37|06|9500000US0610980|Delphic Elementary School District, California||2013|33||14333||7394||3939||6152||3273||1909||7061||30||515||1818||3606|
37|06|9500000US0611130|Di Giorgio Elementary School District, California||2013|204||8804||4990||1971||5147||3500||1314||3191||39||74||529||618|
37|06|9500000US0611220|Dixie Elementary School District, California||2013|1863||10001||6548||1918||6402||4549||1236||3513||301||519||282||643|
37|06|9500000US0611430|Douglas City Elementary School District, California||2013|165||8861||5006||2279||5370||3636||1485||2709||12||321||194||461|
37|06|9500000US0611490|Dry Creek Joint Elementary School District, California||2013|6888||6614||4500||1346||4603||3392||956||2010||177||176||69||478|
37|06|9500000US0611550|Ducor Union Elementary School District, California||2013|179||9447||5263||2011||5480||3665||1419||3229||0||413||469||782|
