STNAM,FIPST,leaid11,leanm11,ALL_COHORT_1112,ALL_RATE_1112,MAM_COHORT_1112,MAM_RATE_1112,MAS_COHORT_1112,MAS_RATE_1112,MBL_COHORT_1112,MBL_RATE_1112,MHI_COHORT_1112,MHI_RATE_1112,MTR_COHORT_1112,MTR_RATE_1112,MWH_COHORT_1112,MWH_RATE_1112,CWD_COHORT_1112,CWD_RATE_1112,ECD_COHORT_1112,ECD_RATE_1112,LEP_COHORT_1112,LEP_RATE_1112
MONTANA,30,3007930,Custer County H S,161,80-84,6,GE50,5,PS,,,4,PS,,,146,80-84,12,GE50,44,60-69,,
MONTANA,30,3008130,Custer K-12 Schools,12,GE50,1,PS,,,,,,,,,11,GE50,,,4,PS,,
MONTANA,30,3008190,Cut Bank H S,60,80-89,22,60-79,1,PS,,,2,PS,,,35,80-89,7,GE50,28,60-79,7,GE50
MONTANA,30,3008280,Darby K-12 Schools,24,60-79,2,PS,,,,,3,PS,,,19,60-79,4,PS,18,60-79,,
MONTANA,30,3008340,Dawson H S,78,85-89,,,,,,,1,PS,,,77,85-89,6,GE50,20,GE80,,
MONTANA,30,3008850,Denton H S,10,GE50,3,PS,,,,,,,,,7,GE50,2,PS,7,GE50,,
MONTANA,30,3009120,Dodson K-12,2,PS,2,PS,,,,,,,,,,,,,2,PS,,
MONTANA,30,3009210,Drummond H S,21,GE80,1,PS,,,2,PS,,,,,18,GE80,3,PS,8,GE50,,
MONTANA,30,3009930,Ennis K-12 Schools,26,GE80,,,,,,,,,,,26,GE80,,,8,GE50,,
MONTANA,30,3010170,Fairfield H S,29,GE80,,,,,,,,,,,29,GE80,,,7,GE50,,
MONTANA,30,3010290,Fairview H S,27,GE80,,,,,,,3,PS,,,24,GE80,2,PS,9,GE50,,
MONTANA,30,3010530,Fergus H S,107,85-89,2,PS,2,PS,1,PS,,,,,102,85-89,15,GE50,39,70-79,1,PS
MONTANA,30,3011100,Florence-Carlton K-12 Schls,51,GE90,1,PS,,,,,,,,,50,GE90,4,PS,12,GE50,,
MONTANA,30,3011190,Forsyth H S,19,GE80,,,,,1,PS,,,,,18,GE80,1,PS,3,PS,,
MONTANA,30,3011260,Fort Benton H S,30,GE80,1,PS,1,PS,,,1,PS,,,27,GE80,3,PS,13,GE50,,
MONTANA,30,3011460,Frazer H S,15,LT50,15,LT50,,,,,,,,,,,2,PS,15,LT50,2,PS
MONTANA,30,3011520,Frenchtown K-12 Schools,92,90-94,2,PS,6,GE50,,,1,PS,,,83,90-94,17,GE80,37,GE90,2,PS
MONTANA,30,3011580,Froid H S,5,PS,2,PS,,,,,,,,,3,PS,1,PS,3,PS,,
MONTANA,30,3011650,Fromberg K-12,11,GE50,,,,,,,1,PS,,,10,GE50,3,PS,2,PS,,
MONTANA,30,3011850,Gardiner H S,17,GE80,,,,,,,,,,,17,GE80,3,PS,2,PS,,
MONTANA,30,3011880,Garfield County H S,10,GE50,,,,,,,,,,,10,GE50,2,PS,6,GE50,,
MONTANA,30,3012210,Geraldine H S,5,PS,,,,,,,,,,,5,PS,1,PS,3,PS,,
MONTANA,30,3012300,Geyser H S,5,PS,,,,,,,,,,,5,PS,,,2,PS,,
MONTANA,30,3012420,Glasgow K-12 Schools,64,90-94,5,PS,,,3,PS,,,,,56,GE90,3,PS,23,60-79,,
MONTANA,30,3012840,Philipsburg K-12 Schools,11,GE50,,,,,,,,,,,11,GE50,3,PS,7,GE50,,
MONTANA,30,3012990,Grass Range H S,5,PS,,,,,,,,,,,5,PS,1,PS,4,PS,1,PS
MONTANA,30,3013050,Great Falls H S,847,78,100,60-64,11,GE50,17,60-79,23,GE80,,,696,80,86,60-64,333,59,13,LT50
MONTANA,30,3013260,Hamilton K-12 Schools,143,85-89,3,PS,3,PS,2,PS,7,GE50,,,128,85-89,21,60-79,55,70-79,,
MONTANA,30,3013340,Hardin H S,126,70-74,81,60-64,1,PS,,,11,GE50,,,33,80-89,9,GE50,114,65-69,37,50-59
MONTANA,30,3013360,Plenty Coups H S,13,LT50,13,LT50,,,,,,,,,,,1,PS,13,LT50,11,GE50
MONTANA,30,3013400,Harlem H S,51,60-69,44,60-69,,,,,,,,,6,GE50,9,GE50,50,70-79,17,60-79
MONTANA,30,3013470,Harlowton H S,15,GE50,,,,,,,,,,,15,GE50,2,PS,10,GE50,,
MONTANA,30,3013530,Harrison K-12 Schools,10,GE50,,,,,,,1,PS,,,9,GE50,2,PS,5,PS,,
MONTANA,30,3013590,Havre H S,158,80-84,25,40-59,1,PS,4,PS,,,,,128,85-89,21,GE80,54,70-79,2,PS
MONTANA,30,3013660,Hays-Lodge Pole K-12 Schls,20,40-59,19,40-59,,,,,,,,,1,PS,3,PS,20,40-59,2,PS
MONTANA,30,3013830,Helena H S,754,83,45,70-79,8,GE50,5,PS,23,60-79,,,673,84,40,80-89,211,65-69,1,PS
MONTANA,30,3014070,Highwood H S,5,PS,,,,,,,,,,,5,PS,1,PS,3,PS,,
MONTANA,30,3014370,Hinsdale H S,8,GE50,,,,,,,,,,,8,GE50,2,PS,1,PS,,
MONTANA,30,3014430,Hobson K-12 Schools,11,GE50,,,,,,,,,,,11,GE50,1,PS,5,PS,,
MONTANA,30,3014640,Hot Springs H S,11,GE50,1,PS,,,,,,,,,10,GE50,,,5,PS,,
MONTANA,30,3014700,Huntley Project K-12 Schools,58,GE90,2,PS,1,PS,,,3,PS,,,52,GE90,10,GE50,17,GE80,,
MONTANA,30,3014760,Hysham K-12 Schools,6,GE50,,,,,,,1,PS,,,5,PS,2,PS,2,PS,,
MONTANA,30,3015120,Jefferson H S,59,80-89,3,PS,2,PS,,,,,,,54,80-89,3,PS,12,GE50,,
MONTANA,30,3015260,Joliet H S,37,GE90,1,PS,,,1,PS,,,,,35,GE90,3,PS,11,GE50,,
MONTANA,30,3015390,Judith Gap H S,4,PS,,,,,,,,,,,4,PS,,,2,PS,,
MONTANA,30,3015420,Flathead H S,734,83,15,GE50,10,GE50,2,PS,14,GE50,,,693,83,42,GE90,260,70-74,3,PS
MONTANA,30,3016020,Lambert H S,10,GE50,,,,,,,1,PS,,,9,GE50,2,PS,4,PS,,
MONTANA,30,3016230,Laurel H S,191,85-89,3,PS,4,PS,1,PS,6,GE50,,,177,85-89,17,GE80,55,70-79,2,PS
MONTANA,30,3016290,Lavina K-12 Schools,6,GE50,,,,,,,,,,,6,GE50,1,PS,5,PS,,
MONTANA,30,3016530,Libby K-12 Schools,126,90-94,2,PS,2,PS,1,PS,3,PS,,,118,90-94,5,PS,58,80-89,,
MONTANA,30,3016710,Lima K-12 Schools,9,GE50,,,,,,,,,,,9,GE50,4,PS,6,GE50,,
MONTANA,30,3016770,Lincoln County H S,88,85-89,4,PS,1,PS,1,PS,4,PS,,,78,85-89,6,GE50,54,80-89,,
MONTANA,30,3016810,Lincoln K-12 Schools,17,GE80,,,,,,,,,,,17,GE80,5,PS,11,GE50,,
MONTANA,30,3017040,Lodge Grass H S,29,40-59,28,40-59,,,,,,,,,1,PS,2,PS,28,40-59,17,40-59
MONTANA,30,3017580,Malta K-12 Schools,58,GE90,6,GE50,2,PS,,,,,,,50,GE90,4,PS,31,GE90,,
MONTANA,30,3017640,Manhattan High School,39,GE90,,,,,1,PS,4,PS,,,34,GE90,1,PS,10,GE50,,
MONTANA,30,3018170,Medicine Lake K-12 Schools,7,GE50,3,PS,,,,,,,,,4,PS,,,3,PS,,
MONTANA,30,3018270,Melstone H S,9,GE50,,,,,,,,,,,9,GE50,2,PS,3,PS,,
MONTANA,30,3018540,Missoula H S,962,88,41,70-79,15,GE50,12,GE50,15,GE50,,,879,89,118,85-89,372,79,15,GE50
MONTANA,30,3018900,Moore H S,10,GE50,,,,,1,PS,,,,,9,GE50,3,PS,8,GE50,,
MONTANA,30,3019170,Nashua K-12 Schools,8,GE50,1,PS,,,,,,,,,7,GE50,,,6,GE50,,
MONTANA,30,3019500,Noxon H S,21,GE80,2,PS,,,,,,,,,19,GE80,3,PS,11,GE50,,
MONTANA,30,3019740,Opheim K-12 Schools,8,GE50,,,,,1,PS,,,,,7,GE50,1,PS,5,PS,,
MONTANA,30,3020070,Park City H S,24,GE80,,,,,,,1,PS,,,23,GE80,3,PS,7,GE50,,
MONTANA,30,3020100,Park H S,150,75-79,4,PS,1,PS,2,PS,1,PS,,,142,75-79,10,GE50,52,50-59,,
MONTANA,30,3020850,Plains H S,35,GE90,3,PS,2,PS,,,,,,,30,GE80,2,PS,23,GE80,,
MONTANA,30,3020960,Plentywood K-12 Schools,38,GE90,,,1,PS,,,3,PS,,,34,GE90,7,GE50,12,GE50,,
MONTANA,30,3021000,Plevna K-12 Schools,10,GE50,,,,,,,,,,,10,GE50,1,PS,2,PS,,
MONTANA,30,3021090,Polson H S,122,85-89,31,80-89,3,PS,,,4,PS,,,84,85-89,7,GE50,56,70-79,,
MONTANA,30,3021270,Poplar H S,78,35-39,75,30-34,,,,,1,PS,,,2,PS,12,LT50,74,35-39,23,40-59
MONTANA,30,3021450,Powell County H S,69,85-89,1,PS,,,1,PS,,,,,67,85-89,10,GE50,27,60-79,,
MONTANA,30,3021540,Power H S,10,GE50,,,,,,,,,,,10,GE50,,,4,PS,,
MONTANA,30,3021900,Rapelje H S,4,PS,,,,,,,,,,,4,PS,,,2,PS,,
MONTANA,30,3022110,Red Lodge H S,38,GE90,,,2,PS,,,1,PS,,,35,GE90,3,PS,8,GE50,,
MONTANA,30,3022260,Reed Point H S,11,GE50,,,1,PS,,,,,,,10,GE50,1,PS,4,PS,,
MONTANA,30,3022410,Richey H S,7,GE50,,,,,,,,,,,7,GE50,,,3,PS,,
MONTANA,30,3022710,Roberts K-12 Schools,9,GE50,,,,,,,1,PS,,,8,GE50,1,PS,2,PS,,
MONTANA,30,3022800,Ronan H S,80,85-89,35,80-89,1,PS,1,PS,2,PS,,,41,GE90,7,GE50,43,70-79,,
MONTANA,30,3022920,Rosebud K-12,11,GE50,,,,,1,PS,,,,,10,GE50,1,PS,7,GE50,,
MONTANA,30,3023070,Roundup High School,55,GE90,2,PS,,,,,1,PS,,,52,GE90,8,GE50,31,GE90,,
MONTANA,30,3023340,Ryegate K-12 Schools,5,PS,,,,,,,,,,,5,PS,3,PS,2,PS,,
MONTANA,30,3023400,Saco H S,9,GE50,,,1,PS,1,PS,,,,,7,GE50,1,PS,3,PS,,
MONTANA,30,3023550,Savage H S,12,GE50,1,PS,1,PS,,,,,,,10,GE50,,,4,PS,,
MONTANA,30,3023670,Scobey K-12 Schools,17,GE80,,,,,1,PS,1,PS,,,15,GE50,2,PS,8,GE50,,
MONTANA,30,3023910,Shelby H S,53,80-89,2,PS,1,PS,,,2,PS,,,48,70-79,8,GE50,21,60-79,,
MONTANA,30,3023970,Shepherd H S,65,90-94,2,PS,1,PS,,,1,PS,,,61,90-94,4,PS,14,GE50,,
MONTANA,30,3024180,Sheridan H S,10,GE50,,,,,,,,,,,10,GE50,,,3,PS,,
MONTANA,30,3024230,Sidney H S,101,85-89,5,PS,,,,,7,GE50,,,89,85-89,10,GE50,26,60-79,1,PS
MONTANA,30,3024330,Simms H S,24,GE80,4,PS,1,PS,,,,,,,19,GE80,3,PS,17,60-79,,
MONTANA,30,3024930,St Regis K-12 Schools,15,GE50,1,PS,,,,,,,,,13,GE50,5,PS,14,GE50,,
MONTANA,30,3024990,Stanford K-12 Schools,11,GE50,,,,,,,,,,,11,GE50,1,PS,4,PS,,
MONTANA,30,3025050,Stevensville H S,100,85-89,2,PS,2,PS,,,6,GE50,,,90,85-89,13,GE50,38,80-89,,
MONTANA,30,3025140,Centerville H S,19,GE80,1,PS,,,,,,,,,18,GE80,2,PS,7,GE50,,
MONTANA,30,3025320,Sunburst K-12 Schools,19,GE80,,,,,,,,,,,19,GE80,2,PS,5,PS,,
MONTANA,30,3025470,Superior K-12 Schools,27,GE80,1,PS,,,,,,,,,26,GE80,7,GE50,15,GE50,,
MONTANA,30,3025560,Sweet Grass County H S,43,80-89,,,1,PS,,,,,,,42,80-89,3,PS,12,GE50,,
MONTANA,30,3025950,Terry K-12 Schools,14,GE50,1,PS,,,,,,,,,13,GE50,1,PS,6,GE50,,
MONTANA,30,3026100,Thompson Falls H S,50,GE90,3,PS,,,2,PS,2,PS,,,43,GE90,3,PS,32,GE90,,
MONTANA,30,3026190,Three Forks H S,57,GE90,1,PS,,,,,1,PS,,,55,GE90,,,18,GE80,,
MONTANA,30,3026580,Troy H S,35,80-89,,,2,PS,1,PS,2,PS,,,30,GE80,1,PS,23,GE80,,
MONTANA,30,3026670,Turner H S,4,PS,,,,,,,,,,,4,PS,,,3,PS,,
MONTANA,30,3026730,Twin Bridges K-12 Schools,30,GE80,,,,,2,PS,,,,,28,GE80,4,PS,12,GE50,,
MONTANA,30,3027090,Valier H S,13,GE50,4,PS,,,,,,,,,9,GE50,,,7,GE50,,
MONTANA,30,3027270,Victor K-12 Schools,26,GE80,,,2,PS,1,PS,2,PS,,,21,GE80,3,PS,14,GE50,,
MONTANA,30,3027630,West Yellowstone K-12,13,GE50,,,,,,,3,PS,,,10,GE50,2,PS,8,GE50,,
MONTANA,30,3027730,Westby K-12 Schools,5,PS,,,,,,,,,,,4,PS,,,1,PS,,
MONTANA,30,3027790,Whitefish H S,124,85-89,2,PS,1,PS,1,PS,3,PS,,,117,85-89,16,GE80,24,60-79,,
MONTANA,30,3027840,Whitehall H S,39,GE90,4,PS,,,,,,,,,35,80-89,4,PS,19,60-79,,
MONTANA,30,3027930,Whitewater K-12 Schools,3,PS,,,,,,,,,,,3,PS,,,,,,
MONTANA,30,3028020,Wibaux K-12 Schools,8,GE50,,,,,,,,,,,8,GE50,1,PS,6,GE50,,
MONTANA,30,3028170,Willow Creek H S,6,GE50,,,1,PS,,,,,,,5,PS,,,2,PS,,
MONTANA,30,3028380,Winifred K-12 Schools,3,PS,,,,,1,PS,,,,,2,PS,,,3,PS,,
MONTANA,30,3028470,Winnett K-12 Schools,11,GE50,,,,,,,,,,,10,GE50,2,PS,7,GE50,,
MONTANA,30,3028620,Wolf Point H S,50,60-69,34,50-59,,,,,1,PS,,,15,GE50,3,PS,48,60-69,16,40-59
MONTANA,30,3028770,White Sulphur Spgs H S,19,GE80,1,PS,,,,,,,,,18,GE80,4,PS,11,GE50,,
MONTANA,30,3028911,Rocky Boy H S,42,60-69,41,60-69,,,,,,,,,,,3,PS,40,60-69,4,PS
NEBRASKA,31,3100002,DAVID CITY PUBLIC SCHOOLS,36,GE90,,,,,,,1,PS,1,PS,34,GE90,5,PS,14,GE50,,
NEBRASKA,31,3100003,EAST BUTLER PUBLIC SCHOOLS,25,GE80,,,,,,,,,,,25,GE80,1,PS,2,PS,,
NEBRASKA,31,3100004,LAUREL-CONCORD PUBLIC SCHOOLS,30,GE80,,,,,,,,,1,PS,29,GE80,2,PS,10,GE50,,
NEBRASKA,31,3100006,WEST POINT PUBLIC SCHOOLS,49,80-89,,,,,,,10,GE50,1,PS,37,80-89,8,GE50,,,,
NEBRASKA,31,3100008,WISNER-PILGER PUBLIC SCHOOLS,46,GE90,,,,,,,2,PS,,,44,GE90,4,PS,18,GE80,,
NEBRASKA,31,3100010,ANSELMO-MERNA PUBLIC SCHOOLS,17,GE80,,,,,,,1,PS,,,16,GE80,3,PS,11,GE50,,
NEBRASKA,31,3100011,BROKEN BOW PUBLIC SCHOOLS,61,90-94,2,PS,,,1,PS,3,PS,2,PS,53,GE90,9,GE50,17,GE80,,
NEBRASKA,31,3100012,CALLAWAY PUBLIC SCHOOLS,16,60-79,,,,,,,,,,,16,60-79,1,PS,4,PS,,
NEBRASKA,31,3100015,CAMBRIDGE PUBLIC SCHOOLS,30,GE80,,,,,,,1,PS,,,29,GE80,5,PS,14,GE50,,
NEBRASKA,31,3100016,GRAND ISLAND PUBLIC SCHOOLS,505,85,9,GE50,6,GE50,13,GE50,212,75-79,9,GE50,256,90-94,73,75-79,269,80-84,124,70-74
NEBRASKA,31,3100018,WAUNETA-PALISADE PUBLIC SCHS,15,GE50,,,,,,,,,,,15,GE50,4,PS,9,GE50,,
NEBRASKA,31,3100020,EWING PUBLIC SCHOOLS,10,GE50,,,,,,,1,PS,,,9,GE50,2,PS,4,PS,,
NEBRASKA,31,3100021,WAVERLY SCHOOL DISTRICT 145,163,90-94,,,2,PS,,,3,PS,1,PS,156,90-94,27,60-79,27,60-79,,
NEBRASKA,31,3100022,NORTH PLATTE PUBLIC SCHOOLS,279,80,2,PS,1,PS,,,33,70-79,11,GE50,231,80-84,35,60-69,,,1,PS
NEBRASKA,31,3100023,MAXWELL PUBLIC SCHOOLS,20,GE80,,,,,,,3,PS,1,PS,16,GE80,1,PS,2,PS,,
NEBRASKA,31,3100024,SUTHERLAND PUBLIC SCHOOLS,25,GE80,,,,,,,1,PS,,,24,GE80,,,9,GE50,,
NEBRASKA,31,3100025,ELKHORN VALLEY SCHOOLS,17,GE80,,,,,,,1,PS,,,16,GE80,1,PS,5,PS,,
NEBRASKA,31,3100029,SUPERIOR PUBLIC SCHOOLS,42,GE90,,,1,PS,,,2,PS,,,38,GE90,6,GE50,17,GE80,,
NEBRASKA,31,3100034,ASHLAND-GREENWOOD PUBLIC SCHS,77,90-94,1,PS,1,PS,3,PS,1,PS,,,71,90-94,6,GE50,21,GE80,,
NEBRASKA,31,3100041,STANTON COMMUNITY SCHOOLS,36,GE90,,,,,,,2,PS,3,PS,31,GE90,6,GE50,13,GE50,,
NEBRASKA,31,3100046,KEARNEY WEST HIGH SCHOOL,24,LE20,,,,,,,,,,,11,LT50,,,24,LE20,,
NEBRASKA,31,3100047,PINE RIDGE JOB CORPS,94,25-29,6,LT50,9,LT50,15,LT50,13,LT50,,,51,30-39,,,94,25-29,9,LT50
NEBRASKA,31,3100051,GENEVA NORTH SCHOOL,18,60-79,,,,,3,PS,3,PS,3,PS,9,GE50,,,18,60-79,,
NEBRASKA,31,3100059,UNL INDEPENDENT STUDY HIGH SCH,15,LT50,,,,,,,,,,,14,LT50,,,,,,
NEBRASKA,31,3100065,FRANKLIN PUBLIC SCHOOLS,26,GE80,,,1,PS,,,1,PS,,,24,GE80,,,12,GE50,,
NEBRASKA,31,3100066,SILVER LAKE PUBLIC SCHOOLS,15,GE50,,,,,,,1,PS,,,14,GE50,2,PS,9,GE50,,
NEBRASKA,31,3100067,BANNER COUNTY PUBLIC SCHOOLS,16,GE80,,,,,,,4,PS,,,12,GE50,1,PS,5,PS,,
NEBRASKA,31,3100068,CEDAR RAPIDS PUBLIC SCHOOLS,17,GE80,,,,,,,1,PS,,,16,GE80,,,6,GE50,,
NEBRASKA,31,3100070,AMHERST PUBLIC SCHOOLS,21,GE80,,,,,,,1,PS,,,20,GE80,4,PS,3,PS,,
NEBRASKA,31,3100071,TEKAMAH-HERMAN COMMUNITY SCHS,43,GE90,,,,,,,1,PS,,,42,GE90,8,GE50,15,GE50,,
NEBRASKA,31,3100072,LEYTON PUBLIC SCHOOLS,15,GE50,,,,,,,1,PS,,,14,GE50,1,PS,4,PS,,
NEBRASKA,31,3100073,ARNOLD PUBLIC SCHOOLS,7,GE50,,,,,,,,,,,7,GE50,1,PS,4,PS,,
NEBRASKA,31,3100076,SCRIBNER-SNYDER COMMUNITY SCHS,17,GE80,,,,,,,,,,,17,GE80,6,GE50,3,PS,,
NEBRASKA,31,3100077,DUNDY CO STRATTON PUBLIC SCHS,26,GE80,,,,,,,3,PS,,,23,GE80,1,PS,6,GE50,1,PS
NEBRASKA,31,3100080,ALMA PUBLIC SCHOOLS,31,GE90,,,1,PS,,,2,PS,,,28,GE80,4,PS,5,PS,,
NEBRASKA,31,3100082,STUART PUBLIC SCHOOLS,15,GE50,,,1,PS,,,,,,,14,GE50,1,PS,11,GE50,,
NEBRASKA,31,3100085,ST PAUL PUBLIC SCHOOLS,48,GE90,,,,,,,,,1,PS,46,GE90,4,PS,12,GE50,,
NEBRASKA,31,3100088,NORRIS SCHOOL DIST 160,167,GE95,1,PS,3,PS,,,4,PS,,,159,GE95,10,GE50,18,GE80,3,PS
NEBRASKA,31,3100089,PALMER PUBLIC SCHOOLS,16,GE80,,,,,,,,,,,16,GE80,1,PS,3,PS,,
NEBRASKA,31,3100090,BAYARD PUBLIC SCHOOLS,30,GE80,,,,,,,3,PS,,,27,GE80,4,PS,,,2,PS
NEBRASKA,31,3100091,FULLERTON PUBLIC SCHOOLS,25,GE80,,,,,,,,,,,25,GE80,,,12,GE50,,
NEBRASKA,31,3100095,CRETE PUBLIC SCHOOLS,130,75-79,,,5,PS,,,51,50-59,1,PS,71,90-94,11,LT50,43,60-69,20,40-59
NEBRASKA,31,3100096,FRIEND PUBLIC SCHOOLS,32,GE90,,,,,,,,,,,31,GE90,4,PS,6,GE50,,
NEBRASKA,31,3100097,MORRILL PUBLIC SCHOOLS,34,70-79,,,,,,,8,GE50,1,PS,25,60-79,,,15,GE50,,
NEBRASKA,31,3100098,GERING PUBLIC SCHOOLS,172,90-94,2,PS,1,PS,3,PS,42,GE90,6,GE50,118,90-94,13,GE50,49,GE90,3,PS
NEBRASKA,31,3100099,CENTENNIAL PUBLIC SCHOOLS,42,GE90,,,,,,,,,,,42,GE90,3,PS,9,GE50,,
NEBRASKA,31,3100105,BRIDGEPORT PUBLIC SCHOOLS,43,80-89,1,PS,,,1,PS,7,GE50,2,PS,32,80-89,4,PS,14,GE50,,
NEBRASKA,31,3100109,SOUTHERN VALLEY SCHOOLS,46,GE90,1,PS,,,,,3,PS,,,42,GE90,7,GE50,25,GE80,,
NEBRASKA,31,3100110,SOUTH PLATTE PUBLIC SCHOOLS,13,GE50,,,1,PS,,,,,,,12,GE50,2,PS,3,PS,,
NEBRASKA,31,3100111,EUSTIS-FARNAM PUBLIC SCHOOLS,10,GE50,,,,,,,,,,,10,GE50,3,PS,2,PS,,
NEBRASKA,31,3100112,LAKEVIEW COMMUNITY SCHOOLS,76,85-89,,,2,PS,,,15,GE50,2,PS,57,80-89,3,PS,18,GE80,6,GE50
NEBRASKA,31,3100114,LOGAN VIEW PUBLIC SCHOOLS,49,GE90,3,PS,,,1,PS,2,PS,,,43,GE90,6,GE50,15,GE50,1,PS
NEBRASKA,31,3100115,NORTH BEND CENTRAL PUBLIC SCHS,45,GE90,,,,,,,,,,,45,GE90,2,PS,11,GE50,,
NEBRASKA,31,3100116,FREEMAN PUBLIC SCHOOLS,28,GE80,,,,,,,,,,,28,GE80,2,PS,3,PS,,
NEBRASKA,31,3100117,HEARTLAND COMMUNITY SCHOOLS,32,80-89,,,,,,,1,PS,,,29,GE80,10,GE50,8,GE50,,
NEBRASKA,31,3100118,FILLMORE CENTRAL PUBLIC SCHS,40,80-89,,,,,,,4,PS,,,35,GE90,8,GE50,8,LT50,,
NEBRASKA,31,3100119,NEBRASKA UNIFIED DISTRICT 1,29,GE80,,,,,,,1,PS,,,28,GE80,7,GE50,11,GE50,,
NEBRASKA,31,3100120,HITCHCOCK CO SCH SYSTEM,17,GE80,,,,,,,,,,,17,GE80,4,PS,6,GE50,,
NEBRASKA,31,3100121,DONIPHAN-TRUMBULL PUBLIC SCHS,46,GE90,,,,,,,4,PS,2,PS,40,GE90,1,PS,6,GE50,,
NEBRASKA,31,3100122,SO CENTRAL NE UNIFIED SYSTEM 5,55,GE90,,,,,,,,,,,54,GE90,6,GE50,21,GE80,,
NEBRASKA,31,3100123,HIGH PLAINS COMMUNITY SCHOOLS,19,GE80,,,,,,,,,,,19,GE80,,,5,PS,,
NEBRASKA,31,3100124,BRUNING-DAVENPORT UNIFIED SYS,11,GE50,,,,,,,1,PS,,,10,GE50,2,PS,4,PS,,
NEBRASKA,31,3100125,DILLER-ODELL PUBLIC SCHOOLS,16,GE80,,,,,,,3,PS,,,13,GE50,1,PS,6,GE50,2,PS
NEBRASKA,31,3100129,TWIN RIVER PUBLIC SCHOOLS,32,GE90,,,,,,,2,PS,,,30,GE80,6,GE50,7,GE50,,
NEBRASKA,31,3100130,CROSS COUNTY COMMUNITY SCHOOLS,37,GE90,,,,,,,,,,,37,GE90,2,PS,9,GE50,,
NEBRASKA,31,3100132,THAYER CENTRAL COMMUNITY SCHS,35,80-89,,,,,,,2,PS,,,33,GE90,8,GE50,9,GE50,,
NEBRASKA,31,3100133,EXETER-MILLIGAN PUBLIC SCHOOLS,14,GE50,,,,,,,,,,,14,GE50,3,PS,6,GE50,,
NEBRASKA,31,3100134,WILCOX-HILDRETH PUBLIC SCHOOLS,22,GE80,,,,,,,,,,,22,GE80,4,PS,7,GE50,,
NEBRASKA,31,3100140,CREEK VALLEY SCHOOLS,15,GE50,,,,,,,,,,,15,GE50,3,PS,10,GE50,,
NEBRASKA,31,3100141,EMERSON-HUBBARD PUBLIC SCHOOLS,27,GE80,1,PS,,,,,1,PS,,,25,GE80,,,7,GE50,,
NEBRASKA,31,3100148,GREELEY-WOLBACH PUBLIC SCHOOLS,10,GE50,,,,,,,,,,,10,GE50,1,PS,4,PS,,
NEBRASKA,31,3100157,PERKINS COUNTY SCHOOLS,26,GE80,,,,,,,,,,,26,GE80,4,PS,4,PS,,
NEBRASKA,31,3100163,CHASE COUNTY SCHOOLS,28,GE80,,,1,PS,,,,,,,27,GE80,,,,,,
NEBRASKA,31,3100165,DOUGLAS CO WEST COMMUNITY SCHS,49,80-89,1,PS,1,PS,,,4,PS,4,PS,39,80-89,9,GE50,12,GE50,,
NEBRASKA,31,3100170,GORDON-RUSHVILLE PUBLIC SCHS,60,80-89,7,GE50,,,,,1,PS,5,PS,47,GE90,9,GE50,26,GE80,,
NEBRASKA,31,3100172,WEST HOLT PUBLIC SCHOOLS,40,GE90,,,,,1,PS,,,,,39,GE90,1,PS,13,GE50,,
NEBRASKA,31,3100176,JOHNSON CO CENTRAL PUBLIC SCHS,40,80-89,,,1,PS,,,6,GE50,,,33,80-89,,,15,GE50,2,PS
NEBRASKA,31,3100177,NE CORRECTIONAL YOUTH FACILITY,25,21-39,,,,,12,LT50,9,LT50,,,4,PS,,,24,21-39,,
NEBRASKA,31,3100178,SOUTHWEST PUBLIC SCHOOLS,30,GE80,,,,,,,,,,,30,GE80,5,PS,11,GE50,,
NEBRASKA,31,3100179,HUMBOLDT TABLE ROCK STEINAUER,43,80-89,,,,,,,1,PS,,,41,GE90,6,GE50,23,GE80,,
NEBRASKA,31,3100180,WEST BOYD SCHOOL DISTRICT,24,GE80,,,,,,,,,,,24,GE80,4,PS,7,GE50,,
NEBRASKA,31,3100183,DODGE-HOWELLS UNIFIED SCHOOL DISTRICT,33,GE90,,,,,,,,,1,PS,32,GE90,1,PS,8,GE50,,
NEBRASKA,31,3101992,ELMWOOD-MURDOCK PUBLIC SCHOOLS,34,GE90,,,,,,,,,,,34,GE90,3,PS,10,GE50,,
NEBRASKA,31,3102770,ADAMS CENTRAL PUBLIC SCHOOLS,81,GE95,,,,,,,3,PS,3,PS,75,GE95,10,GE50,12,GE50,,
NEBRASKA,31,3102790,AINSWORTH COMMUNITY SCHOOLS,49,GE90,,,,,,,4,PS,2,PS,43,GE90,6,GE50,23,GE80,,
NEBRASKA,31,3102820,BOONE CENTRAL SCHOOLS,68,90-94,,,,,,,3,PS,,,65,GE95,11,GE50,13,GE50,,
NEBRASKA,31,3102880,ALLEN CONSOLIDATED SCHOOLS,13,GE50,,,,,1,PS,2,PS,,,10,GE50,4,PS,5,PS,,
NEBRASKA,31,3102910,ALLIANCE PUBLIC SCHOOLS,155,85-89,11,LT50,,,1,PS,29,GE80,5,PS,109,85-89,13,GE50,60,70-79,3,PS
NEBRASKA,31,3103060,ANSLEY PUBLIC SCHOOLS,17,GE80,,,,,1,PS,,,,,16,GE80,4,PS,7,GE50,,
NEBRASKA,31,3103090,ARAPAHOE PUBLIC SCHOOLS,25,GE80,,,,,,,,,,,25,GE80,4,PS,9,GE50,,
