GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|SCHENROLL|SCHENROLL_F|SCHSDTOTEXP|SCHSDTOTEXP_F|SCHSDEXPCS|SCHSDEXPCS_F|SCHEXPCSFSW|SCHEXPCSFSW_F|SCHEXPCSFEB|SCHEXPCSFEB_F|SCHEXPCSIT|SCHEXPCSIT_F|SCHEXPCSISW|SCHEXPCSISW_F|SCHEXPCSIEB|SCHEXPCSIEB_F|SCHEXPCSST|SCHEXPCSST_F|SCHEXPCSSPS|SCHEXPCSSPS_F|SCHEXPCSSIS|SCHEXPCSSIS_F|SCHEXPCSSGA|SCHEXPCSSGA_F|SCHEXPCSSSA|SCHEXPCSSSA_F|SCHSDEXPCSSON|SCHSDEXPCSSON_F|SCHEXPCSOF|SCHEXPCSOF_F|SCHEXPCO|SCHEXPCO_F|SCHSDEXPOPG|SCHSDEXPOPG_F|SCHEXPOID|SCHEXPOID_F
37|04|9500000US0400004|Clarkdale-Jerome Elementary District, Arizona||2013|455||3303||3167||1936||644||1712||1217||409||1272||351||85||110||82||644||183||114||2||20|
37|04|9500000US0400005|Salome Consolidated Elementary District, Arizona||2013|99||1077||1044||634||125||403||297||55||540||68||0||157||0||315||101||33||0||0|
37|04|9500000US0400022|Vernon Elementary District, Arizona||2013|170||1848||1844||868||233||1081||509||129||761||78||19||179||66||419||2||1||0||3|
37|04|9500000US0400480|Aguila Elementary District, Arizona||2013|216||1484||1424||664||174||975||434||96||331||0||0||58||82||191||118||20||0||40|
37|04|9500000US0400600|Alhambra Elementary District, Arizona||2013|14313||88500||87621||58342||14663||49840||37277||9020||29199||6587||3529||669||4094||14320||8582||872||0||7|
37|04|9500000US0400630|Alpine Elementary District, Arizona||2013|69||826||810||462||102||558||345||77||252||8||0||6||49||189||0||16||0||0|
37|04|9500000US0400750|Apache Elementary District, Arizona||2013|7||194||179||109||25||84||63||18||95||15||0||1||2||77||0||12||0||3|
37|04|9500000US0400840|Arlington Elementary District, Arizona||2013|258||2308||2264||1389||412||1171||884||252||932||75||31||140||84||602||161||41||0||3|
37|04|9500000US0400870|Ash Creek Elementary District, Arizona||2013|18||527||527||281||101||204||139||49||306||12||4||59||49||182||17||0||0||0|
37|04|9500000US0400960|Avondale Elementary District, Arizona||2013|5625||35418||34064||19510||6342||17412||12498||3884||13933||2287||2483||306||1909||6948||2719||1192||150||12|
37|04|9500000US0401050|Balsz Elementary District, Arizona||2013|2681||22430||17930||11017||2552||9577||7084||1911||6569||1256||816||479||919||3099||1784||4490||0||10|
37|04|9500000US0401080|Beaver Creek Elementary District, Arizona||2013|457||3161||3091||1540||455||1965||965||267||969||171||108||44||89||557||157||65||0||5|
37|04|9500000US0401230|Blue Elementary District, Arizona||2013|8||103||101||54||19||80||53||19||21||0||0||0||0||21||0||0||0||2|
37|04|9500000US0401260|Bonita Elementary District, Arizona||2013|89||1645||1617||1006||366||994||662||227||516||9||5||22||178||302||107||28||0||0|
37|04|9500000US0401290|Bouse Elementary District, Arizona||2013|35||606||604||333||125||225||165||52||330||13||9||37||36||235||49||1||0||1|
37|04|9500000US0401380|Buckeye Elementary District, Arizona||2013|4569||33043||30408||18062||5353||18008||12473||3391||10410||2084||1410||260||1719||4937||1990||1873||0||762|
37|04|9500000US0401500|Bullhead City School District, Arizona||2013|3228||19010||18691||11211||3601||10631||7830||2402||5853||379||566||431||1276||3201||2207||284||0||35|
37|04|9500000US0401650|Canon Elementary District, Arizona||2013|219||1866||1862||753||280||1167||475||151||553||38||6||75||35||399||142||0||0||4|
37|04|9500000US0401680|Cartwright Elementary District, Arizona||2013|18928||141586||130252||84619||22456||79682||57117||14843||39972||6929||11399||782||6454||14408||10598||10476||0||858|
37|04|9500000US0401710|Casa Grande Elementary District, Arizona||2013|7379||47448||46468||30024||7791||23986||18194||4532||19408||3137||2269||444||2775||10783||3074||371||0||609|
37|04|9500000US0402130|Cochise Elementary District, Arizona||2013|96||1483||1412||829||343||818||569||204||536||6||121||24||107||278||58||71||0||0|
37|04|9500000US0402190|Concho Elementary District, Arizona||2013|244||3118||3050||1275||413||1552||667||228||1387||94||126||171||109||887||111||68||0||0|
37|04|9500000US0402220|Congress Elementary District, Arizona||2013|152||1694||1672||913||216||1001||581||134||598||64||127||80||49||278||73||8||0||14|
37|04|9500000US0402250|Continental Elementary District, Arizona||2013|679||13859||4327||1983||532||3033||1500||391||1274||236||5||133||105||795||20||8656||194||682|
37|04|9500000US0402370|Cottonwood-Oak Creek Elementary District, Arizona||2013|2112||13387||13164||7398||2303||7086||5034||1556||4881||836||526||284||457||2778||1197||94||2||127|
37|04|9500000US0402400|Crane Elementary District, Arizona||2013|6249||35350||34560||21701||6737||17989||13291||3834||13802||1840||2756||453||1869||6884||2769||356||0||434|
37|04|9500000US0402430|Creighton Elementary District, Arizona||2013|6715||43976||40969||26084||7665||22061||16371||4528||14668||2682||1584||526||2145||7731||4240||2383||0||624|
37|04|9500000US0402460|Crown King Elementary District, Arizona||2013|3||65||65||35||12||31||21||9||34||0||0||11||0||23||0||0||0||0|
37|04|9500000US0402490|Double Adobe Elementary District, Arizona||2013|56||581||579||315||31||457||251||20||122||3||0||0||39||80||0||2||0||0|
37|04|9500000US0402760|Elfrida Elementary District, Arizona||2013|112||1196||1182||698||241||658||470||161||441||9||2||151||2||277||83||14||0||0|
37|04|9500000US0402790|Eloy Elementary District, Arizona||2013|1011||7493||6612||3630||1124||2843||2054||651||3006||414||264||170||379||1779||763||819||0||62|
37|04|9500000US0403060|Fowler Elementary District, Arizona||2013|4575||30812||29244||18114||5028||16638||12058||3460||10286||2100||1500||393||1618||4675||2320||985||0||583|
37|04|9500000US0403240|Gadsden Elementary District, Arizona||2013|5195||29248||28878||17642||5067||14704||10540||3052||11447||1881||1430||778||1674||5684||2727||342||0||28|
37|04|9500000US0403420|Glendale Elementary District, Arizona||2013|13496||89136||82200||51891||15860||47213||34032||10609||27997||4224||4008||458||4668||14639||6990||6561||0||375|
37|04|9500000US0403660|Hackberry School District, Arizona||2013|65||862||844||391||132||422||181||56||382||12||1||23||89||257||40||18||0||0|
37|04|9500000US0403900|Hyder Elementary District, Arizona||2013|102||1361||1359||593||249||672||341||160||577||12||0||16||139||410||110||0||0||2|
37|04|9500000US0403960|Isaac Elementary District, Arizona||2013|7101||60195||58206||32791||11650||36295||22679||7022||17887||3886||873||831||2190||10107||4024||1952||19||18|
37|04|9500000US0404170|Kirkland Elementary District, Arizona||2013|104||1059||1058||480||94||639||320||57||369||53||28||34||64||190||50||0||0||1|
37|04|9500000US0404230|Kyrene Elementary District, Arizona||2013|17786||127604||113229||72585||19481||67770||51301||13413||40447||9120||6255||775||4700||19597||5012||6878||0||7497|
37|04|9500000US0404290|Laveen Elementary District, Arizona||2013|5925||46282||33394||21258||5288||17452||12926||3207||13553||2386||2312||609||1943||6303||2389||12477||0||411|
37|04|9500000US0404320|Liberty Elementary District, Arizona||2013|3249||23568||20513||13790||3004||12011||9315||2007||7459||1346||1479||263||931||3440||1043||2642||0||413|
37|04|9500000US0404380|Litchfield Elementary District, Arizona||2013|10421||69733||60914||39313||11316||35230||25988||7353||22091||4209||2882||593||2451||11956||3593||7168||4||1647|
37|04|9500000US0404440|Littleton Elementary District, Arizona||2013|5309||35617||34002||21803||5040||19022||14889||3427||12016||2934||1841||413||1470||5358||2964||587||214||814|
37|04|9500000US0404500|Madison Elementary District, Arizona||2013|5910||48109||37859||24139||6696||19712||14251||4026||15984||2335||3095||746||1975||7833||2163||6750||0||3500|
37|04|9500000US0404530|Maine Consolidated School District, Arizona||2013|125||2103||2069||1239||402||1240||744||223||715||61||89||130||0||435||114||34||0||0|
37|04|9500000US0404770|Altar Valley Elementary District, Arizona||2013|946||7486||7369||2717||791||3937||1609||404||3050||370||87||242||226||2125||382||109||0||8|
37|04|9500000US0404860|McNary Elementary District, Arizona||2013|167||915||899||527||86||665||429||68||128||0||0||22||87||19||106||16||0||0|
37|04|9500000US0404920|McNeal Elementary District, Arizona||2013|56||889||868||436||105||516||227||53||310||21||5||111||24||149||42||21||0||0|
37|04|9500000US0405100|Mobile Elementary District, Arizona||2013|33||937||935||625||156||342||255||56||495||0||72||11||135||277||98||2||0||0|
37|04|9500000US0405190|Mohave Valley Elementary District, Arizona||2013|1596||10799||9521||6255||1759||4943||3770||1037||3956||420||812||313||518||1893||622||189||1||1088|
37|04|9500000US0405220|Mohawk Valley Elementary District, Arizona||2013|146||1277||1268||697||205||539||408||106||628||10||15||123||92||388||101||8||0||1|
37|04|9500000US0405340|Morristown Elementary District, Arizona||2013|192||1587||1580||768||207||995||488||132||495||56||34||28||28||349||90||3||0||4|
37|04|9500000US0405400|Murphy Elementary District, Arizona||2013|1994||14955||13194||7592||2208||5762||3678||1104||6044||803||789||393||702||3357||1388||1548||0||213|
37|04|9500000US0405430|Naco Elementary District, Arizona||2013|377||3055||3042||1250||446||2090||789||346||780||16||112||148||0||504||172||11||0||2|
37|04|9500000US0405640|Oracle Elementary District, Arizona||2013|717||5982||5854||2699||503||3705||1492||275||1961||353||131||284||128||1065||188||116||4||8|
37|04|9500000US0405670|Osborn Elementary District, Arizona||2013|3046||21448||19399||12126||3000||9671||7386||1775||8247||1814||1337||265||788||4043||1481||106||0||1943|
37|04|9500000US0405730|Owens-Whitney Elementary District, Arizona||2013|37||496||489||263||84||300||177||51||136||1||3||1||8||123||53||7||0||0|
37|04|9500000US0405760|Tonto Basin Elementary District, Arizona||2013|90||1165||1163||585||236||710||352||148||356||10||0||31||82||233||97||1||0||1|
37|04|9500000US0405850|Palo Verde Elementary District, Arizona||2013|433||3563||3292||2099||482||1716||1327||258||1361||157||105||189||132||778||215||223||28||20|
37|04|9500000US0405880|Palominas Elementary District, Arizona||2013|1428||10732||10695||4841||1733||6474||2773||919||3875||347||632||214||428||2254||346||37||0||0|
37|04|9500000US0406000|Patagonia Elementary District, Arizona||2013|88||1239||1178||424||123||697||367||100||469||32||59||62||49||267||12||58||0||3|
37|04|9500000US0406150|Pearce Elementary District, Arizona||2013|96||1363||1325||900||151||702||591||91||566||37||16||43||117||353||57||35||0||3|
37|04|9500000US0406210|Pendergast Elementary District, Arizona||2013|9715||77414||65080||37923||11641||33630||23292||6932||26555||5746||6183||938||3508||10180||4895||11804||0||530|
37|04|9500000US0406300|Phoenix Elementary District, Arizona||2013|7189||88915||76609||44121||13165||44815||27353||6925||29162||6202||6857||470||2823||12810||2632||7269||0||5037|
37|04|9500000US0406360|Picacho Elementary District, Arizona||2013|206||1559||1506||868||334||771||511||215||607||33||56||67||91||360||128||45||8||0|
37|04|9500000US0406510|Pine Strawberry Elementary District, Arizona||2013|148||3398||2853||1599||462||1538||890||252||1197||149||134||156||49||709||118||522||0||23|
37|04|9500000US0406630|Pomerene Elementary District, Arizona||2013|154||1196||1148||571||160||686||355||88||389||58||35||13||77||206||73||45||0||3|
37|04|9500000US0406780|Quartzsite Elementary District, Arizona||2013|205||1878||1827||1197||273||996||800||166||696||48||9||53||117||469||135||17||0||34|
37|04|9500000US0406900|Red Rock Elementary District, Arizona||2013|299||2022||2011||1270||325||1177||880||251||689||90||94||103||59||343||145||11||0||0|
37|04|9500000US0407020|Riverside Elementary District, Arizona||2013|832||9597||5658||3464||1055||2466||1814||540||2645||422||267||264||310||1382||547||2966||0||973|
37|04|9500000US0407080|Roosevelt Elementary District, Arizona||2013|9960||112815||105062||58293||19566||64351||37252||10195||34532||7918||5367||1064||3249||16934||6179||4305||0||3448|
37|04|9500000US0407200|Sacaton Elementary District, Arizona||2013|458||3979||3626||2428||791||1583||1221||332||1705||6||151||181||151||1216||338||335||0||18|
37|04|9500000US0407380|San Fernando Elementary District, Arizona||2013|24||283||279||163||42||124||101||17||133||3||0||5||50||75||22||4||0||0|
37|04|9500000US0407500|Santa Cruz Elementary District, Arizona||2013|257||2470||2366||1142||197||1517||693||112||736||2||100||166||75||393||113||100||0||4|
37|04|9500000US0407680|Sentinel Elementary District, Arizona||2013|35||1007||994||484||212||535||315||126||400||1||0||32||27||340||59||10||0||3|
37|04|9500000US0407770|Skull Valley Elementary District, Arizona||2013|53||596||547||250||81||339||145||38||153||13||6||33||15||86||55||0||48||1|
37|04|9500000US0407860|Solomon Elementary District, Arizona||2013|262||1615||1613||765||234||984||469||139||503||41||0||135||35||292||126||2||0||0|
37|04|9500000US0407890|Somerton Elementary District, Arizona||2013|2729||15882||15147||9583||2325||7758||6190||1365||5829||643||690||319||895||3282||1560||328||8||399|
37|04|9500000US0407920|Sonoita Elementary District, Arizona||2013|105||1929||1914||1172||338||1188||860||231||667||48||3||68||87||461||59||5||7||3|
37|04|9500000US0408130|Stanfield Elementary District, Arizona||2013|603||4772||4674||2701||796||2317||1715||468||1997||117||314||223||191||1152||360||83||11||4|
37|04|9500000US0408310|Tempe School District, Arizona||2013|11834||131254||117946||67494||25202||58408||37918||12772||54084||13715||13202||1220||6407||19540||5454||8159||0||5149|
37|04|9500000US0408430|Paloma School District, Arizona||2013|103||1244||1176||492||186||596||284||105||486||24||40||17||36||369||94||66||0||2|
37|04|9500000US0408460|Hillside Elementary District, Arizona||2013|29||317||316||181||30||191||142||24||125||8||5||36||23||53||0||1||0||0|
37|04|9500000US0408490|Tolleson Elementary District, Arizona||2013|2718||19247||17572||11186||2182||8070||6214||1254||7935||908||2774||346||922||2985||1567||1207||0||468|
37|04|9500000US0408550|Toltec Elementary District, Arizona||2013|1165||8339||6111||3656||658||2850||2375||411||2916||385||293||280||286||1672||345||2169||6||53|
37|04|9500000US0408640|Topock Elementary District, Arizona||2013|135||1222||1168||712||152||622||446||99||404||20||15||165||0||204||142||47||0||7|
37|04|9500000US0408820|Union Elementary District, Arizona||2013|1771||12564||10342||6202||1621||5303||3964||1062||4037||752||625||290||407||1963||1002||2192||0||30|
37|04|9500000US0408880|Valentine Elementary District, Arizona||2013|71||428||419||243||57||210||145||35||209||3||13||7||52||134||0||8||0||1|
37|04|9500000US0409060|Washington Elementary District, Arizona||2013|22895||188507||168621||102171||30235||98065||65799||18893||57599||13338||7784||1263||7560||27654||12957||19406||0||480|
37|04|9500000US0409090|Wellton Elementary District, Arizona||2013|314||2534||2445||1554||425||1481||1144||281||814||22||0||181||75||536||150||77||0||12|
37|04|9500000US0409120|Wenden Elementary District, Arizona||2013|104||1445||1412||827||261||632||442||118||630||63||49||124||6||388||150||32||0||1|
37|04|9500000US0409390|Wilson Elementary District, Arizona||2013|1189||15040||13837||8217||1762||8875||5718||978||4299||1042||571||330||368||1988||663||1048||0||155|
37|04|9500000US0409510|Yarnell Elementary District, Arizona||2013|54||928||924||446||166||501||305||103||363||75||22||45||57||164||60||4||0||0|
37|04|9500000US0409540|Young Elementary School District, Arizona||2013|56||1307||1278||834||175||701||551||116||538||13||14||118||0||393||39||5||0||24|
37|04|9500000US0409570|Yucca Elementary District, Arizona||2013|38||590||524||250||96||296||127||65||193||14||1||12||63||103||35||27||39||0|
37|04|9500000US0409600|Yuma Elementary District, Arizona||2013|9073||55147||53560||29892||10203||29447||21107||7156||19220||2306||1099||639||3002||12174||4893||1236||0||351|
37|06|9500000US0600006|Ross Valley Elementary School District, California||2013|2230||36121||20106||12727||3709||13259||9063||2517||6658||739||733||450||1256||3480||189||14720||237||1058|
37|06|9500000US0600012|Twin Ridges Elementary School District, California||2013|97||1785||1561||822||286||750||511||164||709||47||18||88||141||415||102||201||23||0|
37|06|9500000US0601420|Fortuna Elementary School District, California||2013|125||13562||11219||6566||2824||7304||4778||1978||3223||418||179||204||835||1587||692||1971||145||227|
37|06|9500000US0601680|Ackerman Elementary School District, California||2013|542||4197||3990||2656||744||2442||1754||498||1407||507||78||70||222||530||141||207||0||0|
37|06|9500000US0601710|Adelanto Elementary School District, California||2013|9054||94518||68446||40600||13497||38485||26785||8310||25160||2186||1811||1057||6512||13594||4801||23561||97||2414|
37|06|9500000US0601890|Alexander Valley Union Elementary School District, California||2013|114||1842||1656||911||298||982||627||207||627||67||8||60||203||289||47||181||0||5|
37|06|9500000US0601950|Alisal Union Elementary School District, California||2013|8748||90529||69808||38504||16592||42623||27341||10511||20977||1567||3285||673||4154||11298||6208||15270||3531||1920|
37|06|9500000US0601980|Allensworth Elementary School District, California||2013|79||1081||1072||545||269||570||354||161||415||8||59||31||76||241||87||8||0||1|
37|06|9500000US0602100|Alpine Union Elementary School District, California||2013|1863||15530||15049||9609||3573||9743||6714||2400||4561||489||141||445||968||2518||745||90||0||391|
37|06|9500000US0602160|Alta Loma Elementary School District, California||2013|6062||47255||45570||27737||11447||29564||19849||7839||13081||1457||1066||533||3089||6936||2925||146||205||1334|
37|06|9500000US0602220|Alta Vista Elementary School District, California||2013|560||4943||4755||2687||1252||2958||1972||805||1418||71||155||146||396||650||379||185||0||3|
37|06|9500000US0602250|Alta-Dutch Flat Union Elementary School District, California||2013|92||941||933||619||147||571||439||85||362||1||0||60||115||186||0||6||0||2|
37|06|9500000US0602310|Alum Rock Union Elementary School District, California||2013|12659||119401||113656||68815||24482||74811||48950||16510||32145||3633||2907||1006||7496||17103||6700||2380||37||3328|
37|06|9500000US0602360|Alview-Dairyland Union Elementary School District, California||2013|367||3232||3189||1683||685||1667||1014||439||1275||61||15||199||198||802||247||43||0||0|
37|06|9500000US0602370|Alvina Elementary School District, California||2013|212||1525||1502||842||256||841||550||158||656||25||6||66||235||324||5||11||9||3|
37|06|9500000US0602610|Anaheim Elementary School District, California||2013|19126||204960||155616||102386||38444||93679||66459||23025||56812||12276||8589||1205||11321||23421||5125||36349||7668||5327|
37|06|9500000US0602760|Antelope Elementary School District, California||2013|607||4846||4770||3051||985||3175||2251||740||1365||15||57||69||304||920||230||28||47||1|
37|06|9500000US0603000|Arcata Elementary School District, California||2013|932||8934||8049||4712||1801||4617||3196||1182||2869||330||45||195||952||1347||563||541||190||154|
37|06|9500000US0603060|Arcohe Union Elementary School District, California||2013|414||3402||3233||1996||658||2076||1505||445||963||3||31||179||200||550||194||157||7||5|
37|06|9500000US0603180|Armona Union Elementary School District, California||2013|2060||9640||9395||5528||2190||5613||3798||1306||3128||205||306||232||796||1589||654||52||84||109|
37|06|9500000US0603270|Arvin Union Elementary School District, California||2013|3159||31798||29838||16608||7939||17795||11138||4747||9371||1263||1326||360||1758||4664||2672||259||1336||365|
37|06|9500000US0603420|Atwater Elementary School District, California||2013|4710||40233||38353||23752||7696||22807||16035||4864||11443||1311||1167||651||2447||5867||4103||1331||242||307|
37|06|9500000US0603480|Auburn Union Elementary School District, California||2013|2135||21017||18828||11349||3747||11741||8100||2565||6112||897||452||320||1236||3207||975||16||370||1803|
37|06|9500000US0603630|Bakersfield City Elementary School District, California||2013|28987||305809||261982||151196||68885||159596||102150||46144||84125||5285||20374||2990||13900||41576||18261||41093||521||2213|
37|06|9500000US0603720|Ballard Elementary School District, California||2013|117||1704||1558||1012||326||1103||766||227||455||0||1||109||152||193||0||80||66||0|
37|06|9500000US0603750|Ballico-Cressey Elementary School District, California||2013|312||2793||2701||1534||493||1537||998||296||954||7||84||79||236||548||210||61||29||2|
37|06|9500000US0603780|Bangor Union Elementary School District, California||2013|117||1980||1279||796||218||738||518||145||446||9||11||56||155||215||95||660||30||11|
37|06|9500000US0603870|Banta Elementary School District, California||2013|319||18796||2508||1400||534||1465||1026||333||883||39||82||220||47||495||160||15308||20||960|
37|06|9500000US0604080|Bass Lake Joint Union Elementary School District, California||2013|820||8106||6896||3988||1553||3792||2538||985||2851||108||114||315||520||1794||253||1206||0||4|
37|06|9500000US0604200|Bayshore Elementary School District, California||2013|389||3274||2998||1660||604||2065||1243||473||892||93||1||78||228||492||41||0||276||0|
37|06|9500000US0604260|Beardsley Elementary School District, California||2013|1730||15056||13469||7801||3347||7351||4915||1982||5140||909||192||363||1008||2668||978||273||753||561|
37|06|9500000US0604350|Bella Vista Elementary School District, California||2013|356||3161||3095||1799||621||1704||1154||373||1169||62||82||88||278||659||222||60||0||6|
37|06|9500000US0604380|Bellevue Union Elementary School District, California||2013|1736||20455||18801||8886||2757||11544||6867||1880||4279||493||141||475||1043||2127||2978||215||251||1188|
37|06|9500000US0604500|Belleview Elementary School District, California||2013|128||1379||1358||759||227||771||537||152||426||0||2||74||121||229||161||14||7||0|
37|06|9500000US0604530|Belmont-Redwood Shores Elementary School District, California||2013|3607||59164||30461||19962||5157||20590||14648||3683||9702||1265||1516||666||1997||4258||169||24093||678||3932|
37|06|9500000US0604560|Belridge Elementary School District, California||2013|32||1222||1185||565||305||615||327||168||538||0||0||68||185||285||32||34||3||0|
37|06|9500000US0604650|Bennett Valley Union Elementary School District, California||2013|1011||13363||7221||4570||1336||5409||3557||1030||1682||33||1||208||387||1053||130||5714||48||380|
37|06|9500000US0604800|Berryessa Union Elementary School District, California||2013|7980||67207||61891||37194||14673||39659||26481||9836||19835||2661||2568||785||3964||9857||2397||3915||119||1282|
37|06|9500000US0604860|Big Creek Elementary School District, California||2013|52||1360||1081||560||208||446||276||101||595||4||1||54||141||395||40||228||0||51|
37|06|9500000US0604890|Big Lagoon Union Elementary School District, California||2013|63||686||683||360||189||311||204||89||327||0||5||51||124||147||45||0||3||0|
37|06|9500000US0604980|Big Springs Union Elementary School District, California||2013|126||1314||1257||669||300||771||478||221||383||5||45||33||98||202||103||0||57||0|
37|06|9500000US0605190|Bitterwater-Tully Union Elementary School District, California||2013|28||316||316||180||69||234||157||64||81||0||0||3||14||64||1||0||0||0|
37|06|9500000US0605220|Black Butte Union Elementary School District, California||2013|208||2857||2241||1144||457||1171||733||257||946||31||61||70||193||591||124||606||0||10|
37|06|9500000US0605250|Blake Elementary School District, California||2013|6||171||171||77||36||95||53||28||69||2||0||11||17||39||7||0||0||0|
37|06|9500000US0605280|Blochman Union Elementary School District, California||2013|820||1505||1445||798||264||667||466||162||649||0||32||61||154||402||129||12||48||0|
37|06|9500000US0605400|Blue Lake Union Elementary School District, California||2013|152||1814||1608||1003||349||1056||728||259||458||58||4||39||156||201||94||80||45||81|
37|06|9500000US0605490|Bogus Elementary School District, California||2013|12||311||209||96||39||106||68||30||92||0||4||21||5||62||11||100||2||0|
37|06|9500000US0605520|Bolinas-Stinson Union Elementary School District, California||2013|110||3469||3410||2002||828||1825||1181||493||1479||46||289||229||175||740||106||41||18||0|
37|06|9500000US0605580|Santa Maria-Bonita Elementary School District, California||2013|15050||124582||122506||72491||23558||75939||50682||15638||38602||5657||6782||1423||6893||17847||7965||1800||0||276|
37|06|9500000US0605640|Bonny Doon Union Elementary School District, California||2013|132||1877||1711||804||276||835||512||174||853||39||12||51||210||541||23||132||13||21|
37|06|9500000US0605670|Bonsall Union Elementary School District, California||2013|2087||17526||16760||10157||3433||10433||7111||2171||5450||549||237||507||1218||2939||877||155||112||499|
37|06|9500000US0605730|Bradley Union Elementary School District, California||2013|79||1058||952||530||175||460||312||94||489||53||21||48||100||267||3||68||11||27|
37|06|9500000US0605790|Brawley Elementary School District, California||2013|3807||32046||31422||20269||5676||20128||14443||3791||9649||1254||711||516||1904||5264||1645||437||0||187|
37|06|9500000US0605910|Brentwood Union Elementary School District, California||2013|8426||67305||61523||41094||11297||42701||31655||8348||16998||1500||1953||853||3919||8773||1824||3667||242||1873|
37|06|9500000US0606000|Bridgeville Elementary School District, California||2013|37||684||684||393||119||411||276||88||226||0||19||31||57||119||47||0||0||0|
37|06|9500000US0606030|Briggs Elementary School District, California||2013|563||4754||4209||2436||786||2584||1835||570||1366||46||35||206||536||543||259||155||302||88|
37|06|9500000US0606060|Brisbane Elementary School District, California||2013|519||6529||6019||3871||1321||3994||2727||912||1938||147||149||356||319||967||87||1||172||337|
37|06|9500000US0606090|Brittan Elementary School District, California||2013|455||3587||3436||2183||657||1974||1447||424||1116||2||116||74||381||543||346||125||25||1|
37|06|9500000US0606100|Browns Elementary School District, California||2013|152||1379||1197||691||296||703||456||202||419||0||6||59||147||207||75||182||0||0|
37|06|9500000US0606270|Buckeye Union Elementary School District, California||2013|5099||48790||35895||22909||8036||23954||16370||5558||10956||1393||577||455||2833||5698||985||9469||131||3295|
37|06|9500000US0606330|Buellton Union Elementary School District, California||2013|652||8268||7593||4934||1494||4840||3535||1062||2543||476||321||156||479||1111||210||301||160||214|
37|06|9500000US0606360|Buena Park Elementary School District, California||2013|5349||45021||43374||26615||9986||27452||18566||6214||12558||1423||1269||633||2344||6889||3364||330||939||378|
37|06|9500000US0606390|Panama-Buena Vista Union Elementary School District, California||2013|17325||145265||133469||81751||33014||80677||54965||21448||44364||8134||6076||632||7667||21855||8428||4629||7047||120|
37|06|9500000US0606420|Buena Vista Elementary School District, California||2013|198||2661||1666||895||416||971||656||283||570||8||30||76||111||345||125||986||0||9|
37|06|9500000US0606480|Burlingame Elementary School District, California||2013|3037||41537||25945||15615||4673||18194||11466||3231||6949||523||874||510||1584||3458||802||12378||513||2701|
37|06|9500000US0606510|Burnt Ranch Elementary School District, California||2013|97||1146||1116||614||243||626||418||156||413||7||72||76||79||179||77||0||30||0|
37|06|9500000US0606540|Burrel Union Elementary School District, California||2013|119||1222||1219||634||240||665||420||137||468||13||0||56||160||239||86||0||3||0|
37|06|9500000US0606570|Burton Elementary School District, California||2013|4228||41436||32056||19558||7315||19692||13364||4848||10255||850||1708||370||2008||5319||2109||9201||0||179|
37|06|9500000US0606690|Butteville Union Elementary School District, California||2013|202||2022||1632||929||360||973||634||245||524||7||12||50||161||294||135||385||5||0|
37|06|9500000US0606720|Buttonwillow Union Elementary School District, California||2013|342||3801||3505||1905||708||1889||1283||478||1242||165||10||109||282||676||374||24||63||209|
37|06|9500000US0606750|Byron Union Elementary School District, California||2013|1686||14809||13066||7616||2551||7896||5171||1712||4232||505||157||263||758||2549||938||1160||0||583|
37|06|9500000US0606810|Cajon Valley Union Elementary School District, California||2013|16231||171432||140130||87339||29981||90021||62145||19987||42878||6888||4880||742||8467||21901||7231||26007||158||5137|
37|06|9500000US0606960|Caliente Union Elementary School District, California||2013|61||927||725||426||170||445||303||127||259||0||0||32||72||155||21||181||21||0|
37|06|9500000US0607140|Cambrian Elementary School District, California||2013|3373||27890||27223||17069||5280||18080||12645||3687||8330||895||832||666||1475||4462||813||44||0||623|
37|06|9500000US0607170|Camino Union Elementary School District, California||2013|513||4353||4265||2435||734||2728||1755||487||1398||31||16||212||253||886||139||74||2||12|
37|06|9500000US0607200|Campbell Union Elementary School District, California||2013|7701||102144||70721||46253||13911||44349||31239||9099||23904||3200||4764||897||5713||9330||2468||24464||221||6738|
37|06|9500000US0607260|Camptonville Elementary School District, California||2013|425||4726||3017||1525||506||1854||1153||347||1139||97||18||21||703||300||24||1683||26||0|
37|06|9500000US0607350|Canyon Elementary School District, California||2013|73||714||714||462||131||453||321||88||206||1||0||14||123||68||55||0||0||0|
37|06|9500000US0607410|Capay Joint Union Elementary School District, California||2013|199||1388||1296||766||323||791||519||211||394||0||5||51||144||194||111||28||64||0|
37|06|9500000US0607470|Cardiff Elementary School District, California||2013|763||8531||8017||5239||1341||5214||3705||899||2364||185||192||352||510||1125||439||216||125||173|
37|06|9500000US0607680|Cascade Union Elementary School District, California||2013|1292||12676||11882||6567||2700||6734||4268||1652||4260||422||390||241||662||2545||888||366||6||422|
37|06|9500000US0607740|Castaic Union Elementary School District, California||2013|2864||26507||23794||16701||4558||15686||12102||3099||7964||1126||720||337||1289||4492||144||1940||323||450|
37|06|9500000US0607770|Castle Rock Union Elementary School District, California||2013|76||810||810||449||142||395||295||89||327||8||4||54||95||166||88||0||0||0|
37|06|9500000US0607840|Cayucos Elementary School District, California||2013|217||2918||2563||1490||539||1645||1112||398||808||98||39||147||154||370||110||26||137||192|
37|06|9500000US0607950|Central Elementary School District, California||2013|4692||38378||35142||22212||7649||21467||15171||5143||10855||1315||1268||481||2124||5667||2820||2253||225||758|
