GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|SCHENROLL|SCHENROLL_F|SCHSDTOTEXP|SCHSDTOTEXP_F|SCHSDEXPCS|SCHSDEXPCS_F|SCHEXPCSFSW|SCHEXPCSFSW_F|SCHEXPCSFEB|SCHEXPCSFEB_F|SCHEXPCSIT|SCHEXPCSIT_F|SCHEXPCSISW|SCHEXPCSISW_F|SCHEXPCSIEB|SCHEXPCSIEB_F|SCHEXPCSST|SCHEXPCSST_F|SCHEXPCSSPS|SCHEXPCSSPS_F|SCHEXPCSSIS|SCHEXPCSSIS_F|SCHEXPCSSGA|SCHEXPCSSGA_F|SCHEXPCSSSA|SCHEXPCSSSA_F|SCHSDEXPCSSON|SCHSDEXPCSSON_F|SCHEXPCSOF|SCHEXPCSOF_F|SCHEXPCO|SCHEXPCO_F|SCHSDEXPOPG|SCHSDEXPOPG_F|SCHEXPOID|SCHEXPOID_F
37|05|9700000US0510560|Norfork Schools, Arkansas||2013|451||5066||4807||2724||763||2762||1771||486||1723||197||330||168||160||868||322||206||0||53|
37|05|9700000US0510620|Norphlet School District, Arkansas||2013|432||4060||3973||2211||609||2312||1477||397||1486||164||233||215||180||694||175||18||0||69|
37|05|9700000US0510680|North Little Rock School District, Arkansas||2013|9147||103537||89052||55566||17455||49248||33925||10366||34670||6239||6329||1253||4694||16155||5134||11294||1780||1411|
37|05|9700000US0510920|Omaha School District, Arkansas||2013|462||6104||4265||2406||637||2661||1613||422||1316||189||174||132||212||609||288||1667||20||152|
37|05|9700000US0510950|Osceola School District, Arkansas||2013|1380||18146||15778||7660||2176||6997||4649||1251||7752||675||3320||654||487||2616||1029||1658||402||308|
37|05|9700000US0510980|Ouachita School District, Arkansas||2013|541||4230||4039||2295||635||2427||1593||443||1399||220||238||142||128||671||213||88||3||100|
37|05|9700000US0511010|Ozark School District, Arkansas||2013|1925||16020||15168||9659||2571||8882||6499||1699||5508||796||1096||333||760||2523||778||567||142||143|
37|05|9700000US0511070|Pangburn School District, Arkansas||2013|808||11850||7461||4410||1171||4266||2822||742||2509||415||484||198||341||1071||686||3976||21||392|
37|05|9700000US0511130|Paris School District, Arkansas||2013|1178||11225||10738||6296||1701||5892||4001||1073||4036||572||899||319||489||1757||810||82||9||396|
37|05|9700000US0511220|Parkers Chapel School District, Arkansas||2013|723||6037||5710||3328||1018||3511||2236||681||1903||381||180||289||265||788||296||143||0||184|
37|05|9700000US0511340|Perryville School District, Arkansas||2013|994||8420||8105||4842||1295||4723||3255||869||2876||320||336||316||406||1498||506||147||0||168|
37|05|9700000US0511370|Piggott School District, Arkansas||2013|931||7744||7679||4536||1335||4689||3170||931||2448||274||342||188||329||1315||542||13||0||52|
37|05|9700000US0511610|Pocahontas School District, Arkansas||2013|1914||16886||15372||9029||2429||9441||6338||1696||4826||600||971||236||752||2267||1105||1420||2||92|
37|05|9700000US0511700|Pottsville Public Schools, Arkansas||2013|1662||14849||13574||8371||2207||8719||5895||1541||4227||520||854||320||654||1879||628||744||92||439|
37|05|9700000US0511730|Poyen School District, Arkansas||2013|583||4810||4693||2737||768||2768||1859||522||1635||170||385||182||225||673||290||39||0||78|
37|05|9700000US0511760|Prairie Grove School District, Arkansas||2013|1845||16394||15007||8739||2288||8869||6039||1594||5324||672||914||426||851||2461||814||1073||19||295|
37|05|9700000US0511820|Prescott School District, Arkansas||2013|1087||10295||9094||5133||1425||4832||3360||938||3658||478||755||216||407||1802||604||1035||10||156|
37|05|9700000US0511850|Pulaski County Special School District, Arkansas||2013|17937||204248||179979||110036||33689||96254||66341||19750||74314||11350||12135||3025||10910||36894||9411||12647||5810||5812|
37|05|9700000US0511880|Quitman School District, Arkansas||2013|658||7223||6584||3411||912||3714||2149||569||2478||308||440||239||260||1231||392||491||0||148|
37|05|9700000US0511970|Rogers Public Schools, Arkansas||2013|14793||153014||131728||83224||21867||79976||57081||14931||42928||6374||9507||1069||7244||18734||8824||15462||250||5574|
37|05|9700000US0512000|Rose Bud School District, Arkansas||2013|845||7889||7126||4157||1118||4260||2899||774||2513||262||426||203||264||1358||353||466||114||183|
37|05|9700000US0512060|Russellville Schools, Arkansas||2013|5222||57755||50857||29952||8746||29024||19881||5747||18163||2486||3644||582||2489||8962||3670||4846||177||1875|
37|05|9700000US0512090|Salem School District, Arkansas||2013|761||6454||6332||3676||978||3886||2620||689||1963||234||326||199||223||981||483||106||0||16|
37|05|9700000US0512180|Scranton School District, Arkansas||2013|398||3827||3585||2066||544||2061||1313||347||1352||99||319||127||162||645||172||145||0||97|
37|05|9700000US0512210|Searcy School District, Arkansas||2013|4186||42834||32994||20367||5373||19262||13992||3686||11440||1352||2065||853||1990||5180||2292||8857||374||609|
37|05|9700000US0512420|Shirley School District, Arkansas||2013|418||5239||5031||2793||744||2882||1974||508||1823||195||191||219||128||1090||326||111||5||92|
37|05|9700000US0512450|Siloam Springs Schools, Arkansas||2013|4119||45217||36549||20918||5788||19555||13521||3715||14896||1660||3543||490||1845||7358||2098||6656||449||1563|
37|05|9700000US0512480|Sloan-Hendrix School District, Arkansas||2013|721||7771||5854||3409||932||3287||2223||616||2178||232||477||235||259||975||389||1871||0||46|
37|05|9700000US0512510|Smackover School District, Arkansas||2013|886||8691||8182||4433||1306||4670||2957||878||3187||357||1047||308||244||1231||325||297||56||156|
37|05|9700000US0512520|South Conway County School District, Arkansas||2013|2295||21315||20024||12015||3105||11414||7786||1986||7458||1265||1356||371||1035||3431||1152||542||210||539|
37|05|9700000US0512540|Southside School District, Arkansas||2013|1690||17746||14004||8178||2340||7817||5386||1539||4741||699||1050||230||656||2106||1446||3533||0||209|
37|05|9700000US0512570|South Side-Bee Branch School District, Arkansas||2013|506||7140||6147||3255||857||3417||2172||567||2342||369||332||207||323||1111||388||893||0||100|
37|05|9700000US0512630|Spring Hill School District, Arkansas||2013|575||5222||4445||2545||759||2695||1785||528||1487||194||271||129||226||667||263||647||2||128|
37|05|9700000US0512660|Springdale School District, Arkansas||2013|20741||210982||180705||115406||31551||108260||74918||20590||62045||7540||15491||2197||9993||26824||10400||23379||265||6633|
37|05|9700000US0512870|Stephens School District, Arkansas||2013|366||3691||3653||1989||570||1861||1236||359||1561||148||262||246||239||666||231||10||0||28|
37|05|9700000US0512930|Strong School District, Arkansas||2013|445||4988||4900||2534||759||2272||1485||389||2248||373||518||286||222||849||380||44||0||44|
37|05|9700000US0512960|Stuttgart School District, Arkansas||2013|1806||16479||15701||9237||2519||8651||5845||1569||5853||593||1094||608||966||2592||1197||393||79||306|
37|05|9700000US0513080|Greene County Technical School District, Arkansas||2013|3694||36819||31645||19321||5333||17752||12073||3298||11819||1736||1895||680||1779||5729||2074||4117||14||1043|
37|05|9700000US0513110|Texarkana School District, Arkansas||2013|4504||47712||46596||26648||7066||24394||16966||4443||18974||2004||4374||687||2494||9415||3228||605||8||503|
37|05|9700000US0513230|Jackson County School District, Arkansas||2013|909||7797||7377||4356||1201||4272||2854||794||2556||204||696||197||367||1092||549||152||0||268|
37|05|9700000US0513350|Valley Springs School District, Arkansas||2013|959||8070||7962||4852||1307||4577||3153||843||2993||452||655||203||466||1217||392||51||0||57|
37|05|9700000US0513380|Valley View School District, Arkansas||2013|2621||33708||20067||11854||3155||12431||8652||2270||5706||772||766||305||917||2946||1930||12224||55||1362|
37|05|9700000US0513410|Van Buren School District, Arkansas||2013|5999||58573||51847||32175||8424||28688||20412||5318||19042||2291||5236||1027||2509||7979||4117||3856||61||2809|
37|05|9700000US0513530|Vilonia School District, Arkansas||2013|3269||32500||27371||17004||4659||15811||10973||2985||9434||1599||1335||708||1416||4376||2126||4437||129||563|
37|05|9700000US0513560|Viola School District, Arkansas||2013|406||4173||3996||2355||647||2281||1553||420||1453||156||117||155||215||810||262||76||0||101|
37|05|9700000US0513680|Waldron School District, Arkansas||2013|1714||17699||15226||9056||2473||8770||6023||1606||5279||649||1025||324||640||2641||1177||2031||39||403|
37|05|9700000US0513930|Watson Chapel School District, Arkansas||2013|2992||26619||26004||15625||4591||14107||9813||2861||10518||1242||3071||356||1542||4307||1379||315||204||96|
37|05|9700000US0514010|West Fork School District, Arkansas||2013|1227||11517||9933||6107||1698||5589||3911||1080||3704||597||662||183||450||1812||640||1320||132||132|
37|05|9700000US0514020|Westside School District, Arkansas||2013|654||6425||6072||3659||996||3652||2444||669||1962||293||556||116||213||784||458||192||2||159|
37|05|9700000US0514040|West Side School District, Arkansas||2013|440||4277||4098||2385||643||2317||1520||408||1557||239||266||229||172||651||224||55||4||120|
37|05|9700000US0514140|White Hall School District, Arkansas||2013|2993||27076||25412||15230||4118||14376||10022||2665||9748||1186||1881||648||1335||4698||1288||688||28||948|
37|05|9700000US0514370|Wonderview School District, Arkansas||2013|477||5027||4361||2456||643||2635||1732||468||1450||158||144||185||256||707||276||417||25||224|
37|05|9700000US0514400|Woodlawn School District, Arkansas||2013|534||4819||4426||2582||757||2657||1746||514||1517||163||208||237||234||675||252||271||33||89|
37|05|9700000US0514430|Wynne Public Schools, Arkansas||2013|2827||25564||24153||15456||4120||14585||10222||2671||8037||1193||1698||489||1274||3383||1531||1271||46||94|
37|05|9700000US0514490|Yellville-Summit School District, Arkansas||2013|791||8010||7576||4473||1291||4224||2868||824||2946||349||487||209||381||1520||406||131||105||198|
37|06|9700000US0600001|Acton-Agua Dulce Unified School District, California||2013|1542||16003||14438||9364||2278||8227||6210||1316||5775||717||141||329||1523||3065||436||572||323||670|
37|06|9700000US0600009|Cuyama Joint Unified School District, California||2013|240||3218||2982||1638||581||1547||1047||336||1265||0||64||66||246||889||170||62||174||0|
37|06|9700000US0600011|Fort Sage Unified School District, California||2013|299||2920||2761||1435||496||1671||1018||327||1010||30||3||58||370||549||80||159||0||0|
37|06|9700000US0600013|Rocklin Unified School District, California||2013|12155||99015||86126||57274||16679||54515||40753||10749||28925||3308||2588||563||7264||15202||2686||681||2887||9321|
37|06|9700000US0600014|Hesperia Unified School District, California||2013|23448||168378||164097||97068||32358||96576||65223||21637||59048||6253||3813||1961||15408||31613||8473||2347||734||1200|
37|06|9700000US0600015|Lucerne Valley Unified School District, California||2013|2668||9377||8083||4418||1513||4455||2901||874||3190||125||98||409||684||1874||438||264||702||328|
37|06|9700000US0600016|Upland Unified School District, California||2013|11908||101472||93639||57777||24428||62290||42242||16763||26358||3894||2594||386||5555||13929||4991||4139||1362||2332|
37|06|9700000US0600017|Apple Valley Unified School District, California||2013|14701||118503||103444||60876||26646||65230||42380||17327||31854||3285||2243||477||6905||18944||6360||13074||0||1985|
37|06|9700000US0600018|Mountain Valley Unified School District, California||2013|340||5231||5040||2836||1157||2773||1750||700||1974||70||176||106||416||1206||293||125||49||17|
37|06|9700000US0600019|Dublin Unified School District, California||2013|7325||96149||63163||43521||10026||39043||30631||6351||22195||2802||2109||622||4004||12658||1925||25982||276||6728|
37|06|9700000US0600020|Pleasanton Unified School District, California||2013|14932||145074||125409||85204||19885||84052||63212||12121||35218||4794||5119||439||6975||17891||6139||437||15273||3955|
37|06|9700000US0600021|Sunol Glen Unified School District, California||2013|273||2549||2142||1439||339||1188||881||160||938||2||188||31||251||466||16||332||0||75|
37|06|9700000US0600022|Mendota Unified School District, California||2013|2978||32791||27211||14098||6383||16286||9693||4331||9131||857||275||356||1572||6071||1794||5031||389||160|
37|06|9700000US0600025|Manhattan Beach Unified School District, California||2013|6832||91540||65019||37970||12242||38488||25995||7822||20183||3642||3637||1007||2616||9281||6348||21770||1538||3213|
37|06|9700000US0600026|El Tejon Unified School District, California||2013|919||9714||8153||4542||2133||4647||2952||1367||2878||253||2||388||651||1584||628||402||826||333|
37|06|9700000US0600027|Lake Elsinore Unified School District, California||2013|22137||191999||184641||113817||41235||113025||79245||24239||58687||10160||4598||755||10093||33081||12929||5329||9||2020|
37|06|9700000US0600028|Temecula Valley Unified School District, California||2013|30337||225044||215068||144918||43750||144829||107033||28944||62604||11343||7360||886||10120||32895||7635||8524||50||1402|
37|06|9700000US0600029|Murrieta Valley Unified School District, California||2013|22929||183899||169469||111624||35332||107157||78970||22341||54433||9783||4242||909||10391||29108||7879||6675||14||7741|
37|06|9700000US0600031|Pacific Unified School District, California||2013|77||1167||1140||551||199||664||410||141||466||2||5||21||206||232||10||16||11||0|
37|06|9700000US0600032|Redondo Beach Unified School District, California||2013|8967||116313||78254||50573||13738||44740||31727||8005||24948||4426||1389||586||6432||12115||8566||29340||849||7870|
37|06|9700000US0600033|Dos Palos-Oro Loma Joint Unified School District, California||2013|2265||17460||16915||10194||3361||9799||6795||2083||5815||803||94||320||1230||3368||1301||245||172||128|
37|06|9700000US0600034|Windsor Unified School District, California||2013|5617||57095||46927||25945||12757||30407||17876||8249||15025||3355||1556||519||2778||6817||1495||6619||75||3474|
37|06|9700000US0600035|Farmersville Unified School District, California||2013|2646||28801||24314||13681||5717||14847||9389||3552||7875||963||617||455||1663||4177||1592||4210||141||136|
37|06|9700000US0600036|Natomas Unified School District, California||2013|12454||108865||93174||57961||18437||56763||39319||11621||32692||3422||3824||1049||7757||16640||3719||8044||677||6970|
37|06|9700000US0600037|Ferndale Unified School District, California||2013|515||4483||4165||2393||1087||2750||1808||757||1312||87||70||86||334||735||103||48||228||42|
37|06|9700000US0600038|Mattole Unified School District, California||2013|794||5183||5178||3031||1263||3307||2245||839||1789||41||91||65||838||754||82||0||5||0|
37|06|9700000US0600039|Delhi Unified School District, California||2013|2720||23020||21696||13216||4080||11891||8227||2539||8450||671||2161||316||1509||3793||1355||835||162||327|
37|06|9700000US0600040|Riverdale Joint Unified School District, California||2013|1568||14677||14095||7713||3128||7899||5107||1892||5236||505||737||343||896||2755||960||283||48||251|
37|06|9700000US0600042|Warner Unified School District, California||2013|284||3334||3236||1874||652||1678||1084||357||1399||29||58||370||114||828||159||44||39||15|
37|06|9700000US0600043|Scotts Valley Unified School District, California||2013|2479||19531||18551||10319||4712||11917||7278||3114||6117||852||879||334||1365||2687||517||130||15||835|
37|06|9700000US0600044|Healdsburg Unified School District, California||2013|1813||21433||19129||10278||5008||11652||6708||3332||6681||787||921||498||1414||3061||796||679||305||1320|
37|06|9700000US0600045|Orland Joint Unified School District, California||2013|2163||24103||19491||10654||5223||11766||7231||3444||6526||535||712||417||1318||3544||1199||4196||0||416|
37|06|9700000US0600046|Gonzales Unified School District, California||2013|2443||22436||20563||12367||5320||12096||8233||2999||7488||1014||1191||386||1475||3422||979||728||745||400|
37|06|9700000US0600047|Tracy Unified School District, California||2013|17405||155183||132822||84616||27991||81586||58544||18093||45345||5219||6718||654||9397||23357||5891||17700||1373||3288|
37|06|9700000US0600048|Paso Robles Joint Unified School District, California||2013|6601||59430||53900||32918||12193||32546||21930||7651||18724||2269||2536||469||3213||10237||2630||3503||1249||778|
37|06|9700000US0600049|Coast Unified School District, California||2013|762||11821||10206||6336||2264||5718||3725||1324||4091||554||84||329||611||2513||397||676||415||524|
37|06|9700000US0600051|Gridley Unified School District, California||2013|2112||17029||16317||10458||3451||10206||7279||2277||5200||816||183||227||1214||2760||911||130||582||0|
37|06|9700000US0600052|Eureka City Unified School District, California||2013|3669||39448||35493||20143||10030||18619||12322||5329||14030||3084||1213||623||2343||6767||2844||1273||1658||1024|
37|06|9700000US0600060|Hughson Unified School District, California||2013|2186||21697||19758||12072||3714||12777||8567||2574||5979||484||345||359||1538||3253||1002||1146||382||411|
37|06|9700000US0600061|Riverbank Unified School District, California||2013|2794||30348||27455||16000||4794||17458||10780||2889||8425||856||1250||432||1798||4089||1572||1348||395||1150|
37|06|9700000US0600062|Oakdale Joint Unified School District, California||2013|5295||44209||42199||26806||7904||26158||18035||4839||13983||2622||1075||535||3182||6569||2058||393||898||719|
37|06|9700000US0600063|Waterford Unified School District, California||2013|3817||19309||17466||9708||3154||10511||6582||2031||5519||743||583||289||821||3083||1436||247||1319||277|
37|06|9700000US0600064|Porterville Unified School District, California||2013|13835||140167||122765||69950||31103||74222||46626||19882||36500||6883||5965||934||5971||16747||12043||14640||1062||1700|
37|06|9700000US0600065|Dinuba Unified School District, California||2013|6241||56932||52543||32497||11917||31979||22126||7460||17265||3305||2571||538||3396||7455||3299||2522||396||1471|
37|06|9700000US0600067|Caruthers Unified School District, California||2013|1347||13579||13274||7185||3012||7275||4836||1786||5058||618||401||252||1159||2628||941||238||67||0|
37|06|9700000US0600068|Golden Valley Unified School District, California||2013|1967||18954||15940||9730||3663||9082||6299||2167||6204||358||353||410||1475||3608||654||1406||0||1608|
37|06|9700000US0600069|Valley Center-Pauma Unified School District, California||2013|4154||39213||37888||24266||7131||21545||16062||4246||14753||1594||2728||465||2512||7454||1590||1235||0||90|
37|06|9700000US0600116|Chawanakee Unified School District, California||2013|1069||14207||9704||5666||1974||5270||3648||1193||4036||78||267||310||996||2385||398||3902||65||536|
37|06|9700000US0600153|Alhambra Unified School District, California||2013|18076||244718||164616||91126||47228||92416||57073||28019||63585||11630||8591||1008||11515||30841||8615||19758||54966||5378|
37|06|9700000US0600158|Turlock Unified School District, California||2013|13956||137460||117209||77708||22370||79567||55765||16233||31949||3853||3280||524||8666||15626||5693||15139||2684||2428|
37|06|9700000US0600159|Scott Valley Unified School District, California||2013|684||9833||7205||4189||1397||3994||2616||871||2869||249||315||183||458||1664||342||2369||148||111|
37|06|9700000US0600160|Yosemite Unified School District, California||2013|2123||21202||19795||12262||3720||10590||7825||2022||8402||534||184||350||2213||5121||803||1173||43||191|
37|06|9700000US0601327|SANTA CRUZ CITY SCHOOL DISTRICT, California||2013|7076||68695||64507||36991||18116||37139||22762||10206||24696||4233||4195||867||4821||10580||2672||924||36||3228|
37|06|9700000US0601328|PETALUMA CITY SCHOOL, California||2013|7793||71791||68351||40132||15120||41942||26382||9599||22709||5566||1969||533||4274||10367||3700||619||146||2675|
37|06|9700000US0601329|SANTA ROSA CITY SCHOOL, California||2013|16430||153051||140966||85943||18604||88048||60533||10569||46594||5400||3546||1223||11876||24549||6324||5497||53||6535|
37|06|9700000US0601330|MODESTO CITY SCHOOL DISTRICT, California||2013|29978||271445||252266||178795||34957||143204||114500||18318||90613||14045||14506||847||18502||42713||18449||12591||5188||1400|
37|06|9700000US0601331|Trinity Alps Unified School District, California||2013|732||8360||8016||4595||1858||4798||3195||1210||2856||123||221||195||678||1639||362||90||254||0|
37|06|9700000US0601332|Twin Rivers Unified School District, California||2013|31420||321786||298352||175260||56278||169307||110575||32621||109428||14468||12902||3340||22306||56412||19617||10524||702||12208|
37|06|9700000US0601339|Hamilton Unified School District, California||2013|710||6552||6173||3435||1468||3577||2172||884||2096||103||210||196||690||897||500||30||312||37|
37|06|9700000US0601409|Bishop Unified School District, California||2013|1985||19357||19017||11282||4793||11646||7450||2982||6748||836||315||432||1684||3481||623||93||0||247|
37|06|9700000US0601410|Lammersville Joint Unified School District, California||2013|2360||45596||15517||9563||3214||9987||6953||2270||4948||690||503||280||1152||2323||582||29709||365||5|
37|06|9700000US0601414|Santa Barbara Unified School District, California||2013|15489||162980||132654||86322||24523||73402||54825||14686||48731||7519||8484||1006||8991||22731||10521||23090||26||7210|
37|06|9700000US0601415|Washington Unified School District (Fresno County), California||2013|3103||36043||28187||14689||7024||15321||9516||4388||11656||1435||1404||714||1882||6221||1210||7434||124||298|
37|06|9700000US0601418|Woodlake Unified School District, California||2013|2273||25010||22028||12128||6039||12165||7346||3353||7588||1195||834||340||1219||4000||2275||2629||153||200|
37|06|9700000US0601620|ABC Unified School District, California||2013|20835||194243||185546||118372||41452||107978||76641||25028||61596||7597||8223||721||12790||32265||15972||4198||3521||978|
37|06|9700000US0601770|Alameda City Unified School District, California||2013|10836||105610||93702||58631||16285||55727||38716||10026||33875||3861||4407||1199||6302||18106||4100||6438||470||5000|
37|06|9700000US0601860|Albany City Unified School District, California||2013|3804||58219||38248||23392||10098||23465||15355||6870||11487||1133||1777||847||2120||5610||3296||398||18016||1557|
37|06|9700000US0602010|Alpaugh Unified School District, California||2013|577||3894||3655||1928||852||2134||1389||562||1286||6||134||230||171||745||235||238||1||0|
37|06|9700000US0602070|Alpine County Unified School District, California||2013|103||3068||2877||1593||560||1128||791||262||1658||72||173||449||232||732||91||191||0||0|
37|06|9700000US0602430|Alvord Unified School District, California||2013|19634||159776||151439||91798||34968||96210||64167||22992||47791||6965||8747||766||7849||23464||7438||3300||0||5037|
37|06|9700000US0602450|Amador County Unified School District, California||2013|3884||30653||27659||17061||5567||15135||11016||3302||11187||703||584||524||2500||6876||1337||299||2277||418|
37|06|9700000US0602730|Anderson Valley Unified School District, California||2013|556||11817||7264||3860||1977||4117||2505||1250||2633||294||217||103||588||1431||514||4355||0||198|
37|06|9700000US0602850|Antioch Unified School District, California||2013|18852||164202||152853||95264||32171||97356||66183||21424||47822||3418||5084||729||11180||27411||7675||8383||237||2729|
37|06|9700000US0602970|Arcadia Unified School District, California||2013|9667||122983||77454||53861||13681||49476||37649||8824||23383||3205||1776||612||5150||12640||4595||38265||782||6482|
37|06|9700000US0603300|Atascadero Unified School District, California||2013|4784||51945||38679||25772||7874||22387||16543||4729||14982||4087||1069||521||2478||6827||1310||11182||924||1160|
37|06|9700000US0603600|Azusa Unified School District, California||2013|9755||98906||91122||58421||16884||56895||38974||10479||29428||4350||4183||839||6106||13950||4799||558||6046||1180|
37|06|9700000US0603610|Baker Valley Unified School District, California||2013|187||2652||2410||1198||466||1137||672||212||1163||0||25||187||218||733||110||215||0||27|
37|06|9700000US0603690|Baldwin Park Unified School District, California||2013|18845||178658||151826||93741||34425||85882||59048||19166||49264||5083||12104||919||8622||22536||16680||13470||9536||3826|
37|06|9700000US0603840|Banning Unified School District, California||2013|4524||40664||37055||20781||7524||20259||13016||4322||13951||2201||790||848||2344||7768||2845||1455||0||2154|
37|06|9700000US0604020|Barstow Unified School District, California||2013|5929||50713||50134||28811||9999||28747||18942||6257||18864||1907||1387||520||3807||11243||2523||187||7||385|
37|06|9700000US0604110|Bassett Unified School District, California||2013|4194||49196||45083||26993||7832||23939||16405||4274||16679||2110||1819||750||2775||9225||4465||1284||1275||1554|
37|06|9700000US0604230|Bear Valley Unified School District, California||2013|2606||22746||22068||13320||4456||12115||8896||2642||8900||1016||752||391||1631||5110||1053||547||11||120|
37|06|9700000US0604290|Beaumont Unified School District, California||2013|8834||84387||72882||46922||14876||45201||32965||9349||22629||3040||2221||547||4229||12592||5052||8703||0||2802|
37|06|9700000US0604440|Bellflower Unified School District, California||2013|13721||110723||108879||66804||25571||68655||46075||16362||36227||5535||4985||1041||8828||15838||3997||1395||0||449|
37|06|9700000US0604620|Benicia Unified School District, California||2013|4894||40064||36759||25356||7292||24069||18111||4918||11533||1422||950||647||2657||5857||1157||993||590||1722|
37|06|9700000US0604740|Berkeley Unified School District, California||2013|9780||172613||133445||81894||27064||73599||48620||15243||47651||5343||8493||1563||5953||26299||12195||28469||21||10678|
37|06|9700000US0604830|Beverly Hills Unified School District, California||2013|4515||71312||55358||34956||10516||35583||24539||6998||18931||2680||2642||817||3305||9487||844||11477||56||4421|
37|06|9700000US0604950|Big Pine Unified School District, California||2013|186||3900||2864||1521||588||1653||1067||398||1083||112||62||121||192||596||128||918||4||114|
37|06|9700000US0605010|Big Valley Joint Unified School District, California||2013|200||2202||2161||1157||425||926||626||204||1108||18||62||34||288||706||127||41||0||0|
37|06|9700000US0605040|Biggs Unified School District, California||2013|548||5687||5530||3222||1227||2992||2043||795||2198||110||51||104||477||1456||340||30||119||8|
37|06|9700000US0605240|Black Oak Mine Unified School District, California||2013|1422||17331||13530||7740||2900||7638||4684||1592||5483||763||283||286||1054||3097||409||3209||292||300|
37|06|9700000US0605610|Bonita Unified School District, California||2013|9870||107507||79961||49934||15834||48644||33388||10237||27674||4639||3121||774||5023||14117||3643||19611||2136||5799|
37|06|9700000US0605700|Borrego Springs Unified School District, California||2013|513||5802||5783||2948||1549||3440||1945||952||2011||84||14||122||323||1468||332||18||0||1|
37|06|9700000US0605880|Brea-Olinda Unified School District, California||2013|5972||48238||45864||28315||9371||26660||18126||5326||16391||3103||1266||554||3016||8452||2813||662||1077||635|
37|06|9700000US0606450|Burbank Unified School District, California||2013|16481||130136||125165||80144||26650||77850||54717||17070||41832||6317||4405||597||8656||21857||5483||1936||758||2277|
37|06|9700000US0606580|Butte Valley Unified School District, California||2013|324||4342||4250||2110||758||2248||1417||462||1825||106||121||97||256||1245||177||12||77||3|
37|06|9700000US0606780|Cabrillo Unified School District, California||2013|3324||32754||29192||17491||7626||17671||11283||4735||10580||1850||1922||597||2048||4163||941||2159||703||700|
37|06|9700000US0606870|Calaveras Unified School District, California||2013|3188||29938||28079||17236||6430||16650||11530||4030||10023||418||1149||400||2144||5912||1406||253||6||1600|
37|06|9700000US0606900|Calexico Unified School District, California||2013|9203||79732||76674||42116||20786||45666||27792||11321||27588||3988||3827||1412||4993||13368||3420||2042||0||1016|
37|06|9700000US0606990|Calipatria Unified School District, California||2013|1191||11547||11078||6930||2067||5887||4217||1114||4593||615||159||427||879||2513||598||56||0||413|
37|06|9700000US0607020|Calistoga Joint Unified School District, California||2013|809||19516||11716||7284||2092||7272||4785||1301||4024||494||121||457||915||2037||420||7193||0||607|
37|06|9700000US0607440|Capistrano Unified School District, California||2013|53785||384371||367584||237959||87020||241189||170397||59637||115187||20173||10924||1829||25984||56277||11208||4299||11174||1314|
37|06|9700000US0607500|Carlsbad Unified School District, California||2013|10956||137689||82400||49573||19485||51212||34235||12767||28656||4941||2615||677||5588||14835||2532||45165||381||9743|
37|06|9700000US0607530|Carmel Unified School District, California||2013|2358||48434||41913||26718||9303||23862||16282||5234||15994||1897||1702||740||2945||8710||2057||4750||389||1382|
37|06|9700000US0607560|Carpinteria Unified School District, California||2013|2308||25999||25122||14880||6119||13034||8812||3221||9553||1330||1311||372||1914||4626||2535||202||0||675|
37|06|9700000US0607800|Castro Valley Unified School District, California||2013|9210||112198||77633||50901||14740||45939||33221||9215||26060||4740||3077||687||5688||11868||5634||1796||29115||3654|
37|06|9700000US0607900|Center Joint Unified School District, California||2013|4791||39882||38036||23364||8197||22485||15941||5327||13176||1318||1236||349||2569||7704||2375||328||219||1299|
37|06|9700000US0607970|Central Unified School District, California||2013|15262||134592||118986||71250||27472||63467||44178||14895||46888||8103||4846||557||7387||25995||8631||8554||301||6751|
37|06|9700000US0608130|Ceres Unified School District, California||2013|12839||134900||105681||68216||20974||61471||44174||12331||37968||5866||5825||745||10282||15250||6242||24270||2199||2750|
37|06|9700000US0608190|Charter Oak Unified School District, California||2013|5544||57640||47459||28880||11147||28054||18505||6652||15779||3086||997||490||3203||8003||3626||4613||3716||1852|
37|06|9700000US0608370|Chico Unified School District, California||2013|13875||129173||112161||67777||28886||72988||47774||19871||34311||7683||2377||728||7027||16496||4862||14986||432||1594|
37|06|9700000US0608460|Chino Valley Unified School District, California||2013|30705||246073||221606||144158||45262||139358||100198||27219||72201||11326||10930||1155||14539||34251||10047||15737||2709||6021|
37|06|9700000US0608760|Claremont Unified School District, California||2013|7018||71927||63431||39048||13011||32907||23704||6778||24815||4610||3384||1477||4235||11109||5709||4251||2391||1854|
37|06|9700000US0608970|Cloverdale Unified School District, California||2013|1445||16793||11239||6429||2146||7492||4574||1405||3165||327||183||300||625||1730||582||5056||0||498|
37|06|9700000US0609030|Clovis Unified School District, California||2013|39894||394485||335859||194980||79531||200026||128225||44244||120439||18921||18285||1691||20121||61421||15394||49365||674||8587|
37|06|9700000US0609070|Coachella Valley Unified School District, California||2013|18720||209834||190504||107111||49810||112489||71533||29946||65552||6541||3924||776||16057||38254||12463||11515||562||7253|
37|06|9700000US0609120|Coalinga-Huron Joint Unified School District, California||2013|4322||39196||37862||21823||8105||20426||14110||4417||15184||1978||2664||386||1825||8331||2252||450||0||884|
